ZEIT,PLR_ID,PLR_NAME,EW,BEZ_ID,KI_01,KI_01_SD_GR,KI_01_AG_GR,KI_02,KI_02_SD_GR,KI_02_AG_GR,KI_03,KI_03_SD_GR,KI_03_AG_GR,KI_04,KI_04_SD_GR,KI_04_AG_GR,KI_05,KI_05_SD_GR,KI_05_AG_GR,KI_16,KI_16_SD_GR,KI_16_AG_GR,KI_06,KI_06_SD_GR,KI_06_AG_GR,KI_17,KI_17_SD_GR,KI_17_AG_GR,KI_07,KI_07_SD_GR,KI_07_AG_GR,KI_08,KI_08_AG_GR,KI_14,KI_14_SD_GR,KI_14_AG_GR,KI_15,KI_15_SD_GR,KI_15_AG_GR,KI_09,KI_09_AG_GR,KI_10,KI_10_SD_GR,KI_10_AG_GR,KI_11,KI_11_AG_GR,KI_12,KI_12_SD_GR,KI_12_AG_GR,KI_13,KI_13_SD_GR,KI_13_AG_GR,KOM
202012,"02500831",Wismarplatz,7877,"02",2.86,2,3,32.59,2,4,10.08,2,5,46.24,2,3,37.77,2,3,27.29,2,4,2.77,2,5,57.16,1,2,17.99,2,2,,,,,,,,,0,1,52.88,1,2,35.19,4,-1.43,2,3,-5.81,2,2,gültig
202012,"02500832",Traveplatz,9064,"02",4.99,2,5,29.55,2,3,10.19,2,5,50.62,2,3,41.02,2,3,29.78,2,4,3.18,3,5,59.58,2,2,21.98,2,3,,,,,,,,,0,1,46.76,1,1,37.95,4,3.48,2,5,0.41,2,4,gültig
202012,"02500833",Boxhagener Platz,10190,"02",2.09,2,3,29.44,2,3,7.19,2,3,37.81,2,2,37.07,2,3,28.02,2,4,1.9,2,4,52.22,1,2,10.25,1,2,,,,,,,,,0,1,51.95,1,2,38.1,4,-0.26,2,3,-12.61,1,1,gültig
202012,"02500834",Revaler Straße,11378,"02",1.91,2,2,27.44,2,3,7.05,2,3,35.81,2,2,34.85,2,3,24.35,2,4,2.63,2,5,51.93,1,2,8.82,1,1,,,,,,,,,0,1,51.51,1,2,34.71,4,-0.39,2,3,-5.68,2,2,gültig
202012,"02500835",Stralauer Kiez,7868,"02",2.7,2,3,28.13,2,3,7.31,2,3,45.17,2,3,38.22,2,3,27.31,2,4,2.73,2,5,52.3,1,2,11.06,1,2,,,,,,,,,15.84,2,48.72,1,1,35.89,4,0.87,2,4,-6.96,2,2,gültig
202012,"02500836",Stralauer Halbinsel,4709,"02",0,1,1,18.26,1,2,3.89,2,2,30.02,1,2,22.89,2,2,10.66,2,2,-2.55,1,2,65.94,2,3,8.32,1,1,,,,,,,,,0,1,55.04,1,2,22.34,3,-1.06,2,3,-1.48,2,3,gültig
202012,"03100101",Bucher Forst,4499,"03",5.54,2,5,26.46,2,3,2.78,2,2,20.32,1,2,17.27,1,2,11.11,2,2,1.19,2,4,62.6,2,3,28,2,3,,,,,,,,,3.47,2,58.66,2,2,34.33,4,1.47,2,4,4.43,2,5,gültig
202012,"03100102",Klinikum Buch,3214,"03",6.29,3,5,33.8,2,4,1.72,2,1,49.55,2,3,27.19,2,2,19.6,2,3,10.13,4,6,86.51,4,5,26.44,2,3,,,,,,,,,57,4,52.36,1,2,42.48,5,6.93,3,6,3.91,2,4,gültig
202012,"03100103",Karower Chaussee,8979,"03",5.8,3,5,49.9,4,5,1.73,2,1,29.04,1,2,18.44,1,2,13.53,2,2,-2.59,1,2,81.89,4,5,28.5,2,3,,,,,,,,,46.12,3,69.77,2,3,25.05,3,-2.58,2,3,-6.92,2,2,gültig
202012,"03200204",Blankenfelde,2058,"03",0,1,1,29.95,2,3,0,1,1,11.35,1,1,6.17,1,1,2.28,1,1,-9.31,1,1,40.43,1,1,18.18,2,2,,,,,,,,,99.85,5,77.88,4,4,28.57,3,-4.07,1,2,-7.14,2,2,gültig
202012,"03200205",Uhlandstraße,8696,"03",1.5,2,2,26.51,2,3,2.35,2,1,22.63,1,2,16.02,1,2,8.54,1,2,1.83,2,4,53.84,1,2,12.18,2,2,,,,,,,,,37.07,3,67.52,2,3,20.68,3,1.44,2,4,1.37,2,4,gültig
202012,"03200206",Pastor-Niemöller-Platz,6404,"03",1.82,2,2,26.31,2,3,2.39,2,1,26.2,1,2,19.39,1,2,12.24,2,2,0.04,2,4,63.65,2,3,15.44,2,2,,,,,,,,,0,1,66.68,2,3,18.22,2,-0.92,2,3,-1.28,2,3,gültig
202012,"03200207",Herthaplatz,11464,"03",1.88,2,2,26.45,2,3,2.31,2,1,26.35,1,2,16.77,1,2,9.47,1,2,1.16,2,4,68.14,2,3,28.41,2,3,,,,,,,,,23.12,2,63.8,2,3,17.75,2,-0.08,2,3,0.48,2,4,gültig
202012,"03200308",Nisbléstraße,5220,"03",1.79,2,2,22.06,1,3,2.75,2,2,16.98,1,1,12.87,1,1,5.5,1,1,1.1,2,4,64.11,2,3,8.54,1,1,,,,,,,,,9.56,2,77.15,3,4,12.74,2,0.11,2,4,2.21,2,4,gültig
202012,"03200309",Eddastraße,5238,"03",2.23,2,3,22.39,2,3,2.77,2,2,26.09,1,2,14.85,1,1,7.56,1,2,0.43,2,4,69.95,2,3,33.33,2,4,,,,,,,,,70.9,4,70.28,2,4,15.36,2,1.91,2,4,6.96,2,5,gültig
202012,"03200310",Krugpfuhl,7961,"03",1.61,2,2,25.73,2,3,2.8,2,2,25.77,1,2,15.7,1,2,6.8,1,1,1.55,2,4,64.33,2,3,25.53,2,3,,,,,,,,,0.04,1,71.44,2,4,14.95,2,-0.75,2,3,0.14,2,4,gültig
202012,"03300411",Karow Nord,11455,"03",2.77,2,3,35.83,2,4,3.39,2,2,30.42,1,2,19.76,2,2,11.65,2,2,2.11,2,4,79.48,4,4,42.96,4,5,,,,,,,,,0,1,62.61,2,3,20.93,3,-0.33,2,3,-0.29,2,3,gültig
202012,"03300412",Karow Bahnhof,5138,"03",0.78,2,1,16.73,1,2,0.65,1,1,16.15,1,1,9.44,1,1,4.13,1,1,0.27,2,4,65.57,2,3,16.24,2,2,,,,,,,,,0,1,78.94,4,4,13.78,2,0.76,2,4,7.2,2,5,gültig
202012,"03300413",Karow Ost,3101,"03",0,1,1,21.3,1,3,0.61,1,1,15.64,1,1,9.29,1,1,3.87,1,1,0.6,2,4,55.83,1,2,12.61,2,2,,,,,,,,,0,1,79.82,4,4,11.75,2,-0.21,2,3,4.38,2,5,gültig
202012,"03300514",Blankenburg,6875,"03",0.57,1,1,18.17,1,2,0.39,1,1,17.91,1,1,8.77,1,1,3.75,1,1,0.77,2,4,62.4,2,3,20.08,2,3,,,,,,,,,6.6,2,77.9,4,4,12.75,2,1.84,2,4,12.15,3,6,gültig
202012,"03300515",Blankenburger Süden,38,"03",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,ungültig (EW unter 300)
202012,"03300516",Heinersdorf,7779,"03",2.28,2,3,20.31,1,3,1.88,2,1,34.37,2,2,20.45,2,2,13.95,2,2,0.68,2,4,80.65,4,5,28.36,2,3,,,,,,,,,0,1,67.31,2,3,29.7,3,0.75,2,4,2.54,2,4,gültig
202012,"03300517",Märchenland,1120,"03",0,1,1,32.56,2,4,0,1,1,12.34,1,1,4.29,1,1,1.52,1,1,-0.16,2,3,64.71,2,3,0,1,1,,,,,,,,,0.54,2,85.25,4,5,7.91,1,1.16,2,4,12.86,3,6,gültig
202012,"03400618",Rosenthal,4742,"03",1.55,2,2,17.73,1,2,1.89,2,1,33.48,2,2,21.07,2,2,7.13,1,1,0.92,2,4,62.43,2,3,14.29,2,2,,,,,,,,,0.46,2,73.45,2,4,16.66,2,1.72,2,4,12.23,3,6,gültig
202012,"03400619",Wilhelmsruh,10438,"03",2.17,2,3,28.03,2,3,1.71,2,1,33.39,2,2,19.14,1,2,9.48,1,2,1.85,2,4,62.18,2,3,18.37,2,2,,,,,,,,,0,1,67.02,2,3,20.57,3,1.8,2,4,3.44,2,4,gültig
202012,"03400620",Schönholz,3509,"03",0.82,2,1,18.57,1,2,2.83,2,2,29.91,1,2,18.58,1,2,9.12,1,2,2.3,2,4,60.31,2,3,13.25,2,2,,,,,,,,,11.03,2,73.72,2,4,17.86,2,2.62,2,4,3.37,2,4,gültig
202012,"03400721",Florakiez,11438,"03",1.5,2,2,27.19,2,3,2.48,2,1,26.68,1,2,20.25,2,2,11.22,2,2,0.97,2,4,57.76,2,2,14.09,2,2,,,,,,,,,0,1,65.16,2,3,20.87,3,-0.07,2,3,-3.91,2,3,gültig
202012,"03400722",Parkstraße,3607,"03",1.24,2,2,23.34,2,3,2.57,2,2,23.93,1,2,15.83,1,2,7.32,1,1,0.09,2,4,55.68,1,2,12.05,2,2,,,,,,,,,0,1,66.68,2,3,18.47,2,-0.58,2,3,-3.48,2,3,gültig
202012,"03400723",Garbátyplatz,7112,"03",2.21,2,3,29.45,2,3,2.57,2,2,29.15,1,2,22.81,2,2,13.3,2,2,1.93,2,4,64.27,2,3,16.7,2,2,,,,,,,,,0,1,56.6,1,2,25.91,3,3.41,2,5,3.19,2,4,gültig
202012,"03400724",Wolfshagener Straße,7633,"03",2.51,2,3,38.69,3,4,2.52,2,2,24.09,1,2,13.74,1,1,7.65,1,2,1.15,2,4,61.82,2,3,16.17,2,2,,,,,,,,,0,1,70.53,2,4,15.58,2,-0.23,2,3,0.43,2,4,gültig
202012,"03400725",Schlosspark,7450,"03",1.45,2,2,35.64,2,4,2.54,2,2,25.36,1,2,13.56,1,1,7.41,1,1,1.89,2,4,66.3,2,3,23.78,2,3,,,,,,,,,5.66,2,65.6,2,3,16.2,2,2.06,2,4,5.87,2,5,gültig
202012,"03400826",Tiroler Viertel,6620,"03",1.2,2,2,33.69,2,4,3.17,2,2,29.79,1,2,18.94,1,2,13.02,2,2,0.89,2,4,72.74,2,4,17.34,2,2,,,,,,,,,0,1,64.05,2,3,24.03,3,-0.04,2,3,2.79,2,4,gültig
202012,"03400827",Trelleborger Viertel,9628,"03",2.22,2,3,32.44,2,4,3.13,2,2,29.16,1,2,23.61,2,2,15.57,2,3,0.74,2,4,59.71,2,2,9.01,1,1,,,,,,,,,0,1,61.32,2,3,24.79,3,0.59,2,4,-5.62,2,2,gültig
202012,"03400828",Spiekermann Straße,4615,"03",1.22,2,2,31.45,2,4,3.2,2,2,31.52,1,2,23.25,2,2,15.99,2,3,4.41,4,5,54.34,1,2,6.84,1,1,,,,,,,,,0,1,61.61,2,3,24.54,3,6.22,3,6,-3.95,2,3,gültig
202012,"03400829",Arnold-Zweig-Straße,5583,"03",1.73,2,2,31.42,2,4,3.17,2,2,27.81,1,2,17.37,1,2,10.55,2,2,1.83,2,4,65.7,2,3,15.52,2,2,,,,,,,,,0,1,72.3,2,4,16.44,2,0.63,2,4,2.48,2,4,gültig
202012,"03400830",Kissingenviertel,9292,"03",1.32,2,2,42.37,4,5,3.17,2,2,26.3,1,2,15.79,1,2,9.01,1,2,1.96,2,4,64.4,2,3,23.16,2,3,,,,,,,,,0,1,68.15,2,3,19.49,2,0.38,2,4,-1.39,2,3,gültig
202012,"03400831",Pankower Tor,0,"03",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,ungültig (EW unter 300)
202012,"03500932",Bühringstraße,5096,"03",2.24,2,3,46.55,4,5,3.01,2,2,27.52,1,2,13.93,1,1,9.5,1,2,-5.89,1,1,71.49,2,4,28.6,2,3,,,,,,,,,10.89,2,68.07,2,3,21.04,3,-4.57,1,2,-12.13,1,1,gültig
202012,"03500933",Weißer See,7551,"03",1.08,2,2,29.81,2,3,2.51,2,2,26.3,1,2,17.24,1,2,10.26,2,2,1.77,2,4,52.65,1,2,12.76,2,2,,,,,,,,,0,1,65.71,2,3,20.82,3,1.08,2,4,-2.53,2,3,gültig
202012,"03500934",Weißenseer Spitze,10049,"03",3.31,2,4,27.61,2,3,4.16,2,2,33.03,2,2,25.95,2,2,17.16,2,3,2.5,2,5,55.28,1,2,10.67,1,2,,,,,,,,,32.22,3,56.26,1,2,27.69,3,1.1,2,4,-3.16,2,3,gültig
202012,"03500935",Behaimstraße,6407,"03",3.68,2,4,33.09,2,4,7.56,2,4,31.03,1,2,25.41,2,2,17.18,2,3,1.13,2,4,52.86,1,2,11.87,2,2,,,,,,,,,18.57,2,56.4,1,2,28.54,3,1.33,2,4,1.75,2,4,gültig
202012,"03500936",Komponistenviertel Weißensee,9819,"03",1.98,2,2,33.9,2,4,3.97,2,2,29.22,1,2,20.9,2,2,13.37,2,2,1.46,2,4,59.86,2,2,25.44,2,3,,,,,,,,,0,1,64.85,2,3,22.18,3,-0.16,2,3,-1.14,2,3,gültig
202012,"03501037",Rathaus Weißensee,8509,"03",6.91,4,5,42.66,4,5,2.34,2,1,27.44,1,2,19.46,1,2,13.24,2,2,2.13,2,4,66.73,2,3,30,2,4,,,,,,,,,8.49,2,63.65,2,3,24.33,3,3.14,2,5,6.32,2,5,gültig
202012,"03501038",Hansastraße,7324,"03",2.51,2,3,34.85,2,4,1.63,2,1,25.6,1,2,13.54,1,1,8.6,1,2,1.3,2,4,75.08,3,4,30.6,2,4,,,,,,,,,0.76,2,70.13,2,4,17.43,2,0.73,2,4,-3.14,2,3,gültig
202012,"03601139",Norweger Viertel,3795,"03",3.63,2,4,29.89,2,3,6.11,2,3,48.99,2,3,34.86,2,3,23.64,2,4,2.31,2,4,59.87,2,2,16.89,2,2,,,,,,,,,0,1,48.32,1,1,26.34,3,1.95,2,4,4.78,2,5,gültig
202012,"03601140",Malmöer Straße,5884,"03",1.35,2,2,26.48,2,3,6.13,2,3,35.54,2,2,30.68,2,3,20.58,2,3,1.82,2,4,52.6,1,2,8.3,1,1,,,,,,,,,0,1,56.77,1,2,31.44,4,2.35,2,4,-1.79,2,3,gültig
202012,"03601141",Arnimplatz,6576,"03",0,1,1,26.01,2,3,6.24,2,3,40.4,2,3,33.39,2,3,22.66,2,4,1.34,2,4,52.28,1,2,9.66,1,1,,,,,,,,,0,1,57.35,2,2,30.43,4,-0.16,2,3,-6.94,2,2,gültig
202012,"03601142",Falkplatz,10744,"03",1.91,2,2,29.15,2,3,7.32,2,3,40.29,2,3,35.35,2,3,24.26,2,4,0.83,2,4,50.67,1,2,6.54,1,1,,,,,,,,,0,1,56.75,1,2,29.73,3,-0.95,2,3,-7.82,2,2,gültig
202012,"03601243",Rodenbergstraße,7032,"03",2.31,2,3,27.4,2,3,4.45,2,2,36.96,2,2,29.35,2,2,18.97,2,3,0.07,2,4,55.25,1,2,5.77,1,1,,,,,,,,,0,1,61.09,2,3,24.71,3,-1.51,2,3,-6.77,2,2,gültig
202012,"03601244",Humannplatz,7600,"03",1.43,2,2,35.25,2,4,4.46,2,2,36.22,2,2,26.8,2,2,17.66,2,3,1.6,2,4,57.45,2,2,5.74,1,1,,,,,,,,,0,1,64.45,2,3,25.09,3,-0.26,2,3,-5.16,2,2,gültig
202012,"03601245",Ostseestraße,12813,"03",1.86,2,2,38.57,3,4,5.16,2,3,43.75,2,3,27,2,2,17.99,2,3,1.64,2,4,58,2,2,13.19,2,2,,,,,,,,,0,1,61.37,2,3,24.83,3,0.15,2,4,-5.81,2,2,gültig
202012,"03601346",Gethsemanekirche,5470,"03",2.23,2,3,33.03,2,4,11.39,2,5,38.79,2,2,33.31,2,3,21.52,2,3,0.94,2,4,56.67,1,2,8.99,1,1,,,,,,,,,0,1,63.53,2,3,29.19,3,-0.51,2,3,-3.24,2,3,gültig
202012,"03601347",Helmholtzplatz,9548,"03",2.42,2,3,28.89,2,3,11.28,2,5,37.86,2,2,32.82,2,3,21.46,2,3,1.01,2,4,54.17,1,2,8.86,1,1,,,,,,,,,0,1,64.55,2,3,23.87,3,-2.37,2,3,-11.23,1,1,gültig
202012,"03601348",Senefelderstraße,7516,"03",0.92,2,1,27.77,2,3,11.33,2,5,37.65,2,2,33.24,2,3,22.8,2,4,1.21,2,4,53.44,1,2,7.42,1,1,,,,,,,,,0,1,59.49,2,2,24.83,3,-1.46,2,3,-8.72,2,1,gültig
202012,"03601449",Michelangelostraße,9970,"03",4.07,2,5,49.72,4,5,1.96,2,1,45.05,2,3,19.37,1,2,11.69,2,2,2.03,2,4,73.39,3,4,33.95,2,4,,,,,,,,,19.76,2,72.65,2,4,16.12,2,1.61,2,4,1.68,2,4,gültig
202012,"03601450",Volkspark Prenzlauer Berg,3965,"03",8.05,4,5,42.86,4,5,2.67,2,2,68.49,2,4,42.19,2,3,34.27,3,5,-0.82,2,3,74.83,3,4,56.65,4,5,,,,,,,,,100,6,55.61,1,2,61.45,5,-1.94,2,3,1.56,2,4,gültig
202012,"03601451",Anton-Saefkow-Park,6373,"03",1.64,2,2,31.08,2,4,6.85,2,3,36.85,2,2,30.24,2,3,21.26,2,3,2.32,2,4,57.49,2,2,9.67,1,1,,,,,,,,,0,1,61.89,2,3,24.82,3,-1.43,2,3,-10.66,2,1,gültig
202012,"03601452",Velodrom,4063,"03",2.54,2,3,40.89,4,5,5.31,2,3,44.64,2,3,32.17,2,3,21.86,2,3,1.68,2,4,64.75,2,3,16.84,2,2,,,,,,,,,0,1,59.24,2,2,26.32,3,1.9,2,4,1.46,2,4,gültig
202012,"03601453",Alter Schlachthof,2825,"03",0,1,1,11.73,1,2,2.69,2,2,32.79,2,2,28.92,2,2,15.5,2,3,0.77,2,4,52.97,1,2,1.4,1,1,,,,,,,,,0,1,64.69,2,3,17.32,2,1.92,2,4,-1.64,2,3,gültig
202012,"03701554",Teutoburger Platz,11328,"03",0.3,1,1,30,2,4,6.78,2,3,44.76,2,3,38.08,2,3,25.4,2,4,0.6,2,4,55.89,1,2,6.07,1,1,,,,,,,,,0,1,60.11,2,3,28.27,3,0.03,2,4,-5.8,2,2,gültig
202012,"03701555",Sredzkistraße,7274,"03",0.81,2,1,33.06,2,4,6.05,2,3,38.16,2,2,32.33,2,3,20.95,2,3,0.12,2,4,56.63,1,2,5.6,1,1,,,,,,,,,0,1,61.56,2,3,24.48,3,-1.68,2,3,-8.24,2,1,gültig
202012,"03701556",Kollwitzplatz,8656,"03",1.18,2,2,23.05,2,3,6.18,2,3,50.12,2,3,39.22,2,3,27.55,2,4,0.68,2,4,60.63,2,3,6.45,1,1,,,,,,,,,0,1,57.28,2,2,30.05,4,-1.14,2,3,-5.38,2,2,gültig
202012,"03701657",Thälmannpark,3188,"03",2.47,2,3,33.02,2,4,6.05,2,3,54.09,2,3,32.62,2,3,21.96,2,3,1.95,2,4,68.29,2,3,20.32,2,3,,,,,,,,,0,1,66.61,2,3,19.37,2,-0.71,2,3,-2.37,2,3,gültig
202012,"03701658",Christburger Straße,8448,"03",1.77,2,2,28.46,2,3,5.61,2,3,38.43,2,2,33.06,2,3,21.97,2,3,1.02,2,4,55.12,1,2,7.59,1,1,,,,,,,,,0,1,60.79,2,3,29.17,3,-1.36,2,3,-5.83,2,2,gültig
202012,"03701659",Immanuelkirchstraße,9164,"03",1.46,2,2,27.23,2,3,5.65,2,3,42.37,2,3,34.1,2,3,21.98,2,3,0.61,2,4,55.26,1,2,7.78,1,1,,,,,,,,,0,1,63.07,2,3,26.2,3,-0.77,2,3,-2.85,2,3,gültig
202012,"03701660",Bötzowstraße,12823,"03",1.28,2,2,28.55,2,3,4.79,2,2,34.88,2,2,28.35,2,2,17.57,2,3,0.58,2,4,56.81,1,2,8.85,1,1,,,,,,,,,0,1,62.03,2,3,24.27,3,-0.05,2,3,-2.31,2,3,gültig
202012,"04100101",Jungfernheide/Plötzensee,11548,"04",3.34,2,4,39.01,3,4,10.14,2,5,72.51,3,4,49.58,2,4,29.58,2,4,1.74,2,4,60.33,2,3,25.37,2,3,,,,,,,,,40.32,3,68.28,2,3,24.66,3,0.38,2,4,-3.16,2,3,gültig
202012,"04100102",Paul-Hertz-Siedlung,7855,"04",5.51,2,5,37.98,3,4,14.15,3,5,79.83,3,4,56.03,3,4,28.08,2,4,1.17,2,4,69.54,2,3,44.1,4,5,,,,,,,,,100,6,75.89,3,4,12.32,2,0.09,2,4,0.23,2,4,gültig
202012,"04200203",Olympiagelände,1482,"04",0,1,1,23.02,2,3,1.34,2,1,38.57,2,2,27.19,2,2,15.45,2,3,0.22,2,4,64.19,2,3,6.54,1,1,,,,,,,,,0,1,72.89,2,4,15.96,2,0.14,2,4,-3.41,2,3,gültig
202012,"04200204",Angerburger Allee,2832,"04",2.14,2,3,25.76,2,3,3.16,2,2,64.05,2,4,31.78,2,3,20.59,2,3,3.33,3,5,67.92,2,3,11.05,1,2,,,,,,,,,0,1,66.14,2,3,20.68,3,1.43,2,4,2.8,2,4,gültig
202012,"04200205",Flatowallee,2569,"04",0,1,1,24.88,2,3,2.14,2,1,47.09,2,3,32.27,2,3,18.68,2,3,1.02,2,4,63.75,2,3,5.75,1,1,,,,,,,,,0,1,67.09,2,3,22.35,3,0.98,2,4,-1.21,2,3,gültig
202012,"04200206",Kranzallee,2963,"04",0,1,1,22.59,2,3,1.65,2,1,44.32,2,3,28.35,2,2,14.38,2,2,0.24,2,4,53.29,1,2,11.2,1,2,,,,,,,,,0,1,73.36,2,4,15.64,2,1.45,2,4,11.31,3,6,gültig
202012,"04200207",Eichkamp,3192,"04",0,1,1,19.11,1,2,0.79,1,1,33.4,2,2,38.69,2,3,29.73,2,4,0.49,2,4,59.64,2,2,2.71,1,1,,,,,,,,,0,1,66.69,2,3,28.71,3,-0.69,2,3,10.56,3,6,gültig
202012,"04200308",Branitzer Platz,6379,"04",1.45,2,2,21.52,1,3,4.57,2,2,60.28,2,4,37.87,2,3,25.24,2,4,2.7,2,5,71.43,2,4,17.72,2,2,,,,,,,,,0.39,2,59.71,2,2,35.15,4,2.56,2,4,10.22,3,6,gültig
202012,"04200309",Neu Westend,6936,"04",1.65,2,2,29.26,2,3,3.63,2,2,43.47,2,3,28.55,2,2,15.61,2,3,-0.47,2,3,53.28,1,2,9.13,1,1,,,,,,,,,0,1,67.38,2,3,21.28,3,0.26,2,4,-1.63,2,3,gültig
202012,"04200310",Fürstenplatz,7809,"04",1.79,2,2,22.58,2,3,3.64,2,2,58.96,2,3,37.7,2,3,22.1,2,3,-1.86,1,3,63.21,2,3,15.74,2,2,,,,,,,,,0,1,68.05,2,3,23.68,3,-1.31,2,3,0.31,2,4,gültig
202012,"04200311",Königin-Elisabeth-Straße,7218,"04",2.74,2,3,29.36,2,3,7.31,2,3,62.62,2,4,38.92,2,3,23.34,2,4,-0.53,2,3,60.53,2,3,16.22,2,2,,,,,,,,,0,1,64.15,2,3,26.01,3,-1.3,2,3,-3.19,2,3,gültig
202012,"04300412",Schlossgarten,3329,"04",3.35,2,4,30.57,2,4,19.61,4,5,69.94,2,4,55.81,3,4,41.21,4,5,2.01,2,4,67.71,2,3,11.33,2,2,,,,,,,,,0,1,46.95,1,1,42.64,5,6.72,3,6,2.92,2,4,gültig
202012,"04300413",Klausenerplatz,10334,"04",2.82,2,3,30.16,2,4,15.59,3,5,63.25,2,4,48.31,2,4,26.33,2,4,-0.85,2,3,68.8,2,3,21.23,2,3,,,,,,,,,0,1,73.53,2,4,17.67,2,-1.62,2,3,-4.82,2,2,gültig
202012,"04300414",Schloßstraße,10786,"04",2.44,2,3,28.15,2,3,9.19,2,4,56.36,2,3,38.97,2,3,22.81,2,4,-0.53,2,3,58.54,2,2,11.19,1,2,,,,,,,,,0,1,68.16,2,3,26.1,3,-1.11,2,3,-8.26,2,1,gültig
202012,"04300415",Lietzensee,6488,"04",1.1,2,2,26.98,2,3,9.13,2,4,55.26,2,3,38.95,2,3,23.27,2,4,0.73,2,4,60.4,2,3,11.41,2,2,,,,,,,,,0,1,69.5,2,3,20.28,3,0.23,2,4,-3.86,2,3,gültig
202012,"04300416",Amtsgerichtsplatz,12145,"04",1.44,2,2,30.27,2,4,6.94,2,3,55.55,2,3,41.63,2,3,25.99,2,4,-0.12,2,3,54.78,1,2,13.08,2,2,,,,,,,,,0,1,65.73,2,3,28.02,3,-0.72,2,3,-6.44,2,2,gültig
202012,"04300517",Tegeler Weg,9637,"04",1.79,2,2,30.45,2,4,13.94,3,5,70.14,2,4,47.09,2,4,28.15,2,4,0.98,2,4,62.99,2,3,16.88,2,2,,,,,,,,,14.4,2,64.69,2,3,24.68,3,0.09,2,4,-6.3,2,2,gültig
202012,"04300518",Kaiserin-Augusta-Allee,5930,"04",3.07,2,4,28.83,2,3,10.65,2,5,70.07,2,4,46.95,2,4,28.09,2,4,0.57,2,4,59.18,2,2,19.05,2,2,,,,,,,,,39.93,3,62.46,2,3,23.98,3,-0.07,2,3,-7.49,2,2,gültig
202012,"04300619",Alt-Lietzow,8859,"04",3.25,2,4,29.08,2,3,9.98,2,4,66.45,2,4,45.51,2,4,26.92,2,4,0.71,2,4,62.77,2,3,12.27,2,2,,,,,,,,,0,1,65.02,2,3,22.51,3,0.17,2,4,-6.6,2,2,gültig
202012,"04300620",Spreestadt,3429,"04",0.86,2,1,28.25,2,3,18.62,4,5,84.65,4,5,59.61,4,4,37.27,4,5,1.61,2,4,61.82,2,3,10.68,1,2,,,,,,,,,95.33,5,55.34,1,2,35.27,4,6.42,3,6,3.52,2,4,gültig
202012,"04300621",Richard-Wagner-Straße,10811,"04",3.51,2,4,27.27,2,3,14.59,3,5,68.96,2,4,48.8,2,4,28.46,2,4,0.81,2,4,59.83,2,2,18.99,2,2,,,,,,,,,0,1,65.14,2,3,23.61,3,-0.16,2,3,-3.91,2,3,gültig
202012,"04300622",Ernst-Reuter-Platz,5157,"04",1.5,2,2,27.19,2,3,18.12,4,5,81.52,4,5,57.86,3,4,33.22,3,5,0.68,2,4,69.76,2,3,13.48,2,2,,,,,,,,,0,1,59.72,2,2,26.17,3,0.75,2,4,-10.49,2,1,gültig
202012,"04300623",Karl-August-Platz,12121,"04",2.75,2,3,26.57,2,3,11.8,2,5,72.63,3,4,54.91,3,4,35.47,3,5,0.43,2,4,61.67,2,3,13.54,2,2,,,,,,,,,0,1,63.61,2,3,27.3,3,-0.62,2,3,-6.67,2,2,gültig
202012,"04300624",Savignyplatz,9538,"04",2.13,2,3,29.15,2,3,7.33,2,3,63.72,2,4,46.28,2,4,29.87,2,4,0.29,2,4,61.53,2,3,8.22,1,1,,,,,,,,,0,1,64.57,2,3,26.06,3,-0.47,2,3,-4.24,2,2,gültig
202012,"04400725",Güterbahnhof Grunewald,110,"04",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,ungültig (EW unter 300)
202012,"04400726",Bismarckallee,5470,"04",0.65,1,1,26.68,2,3,5.39,2,3,63.35,2,4,42.58,2,3,23.49,2,4,1.92,2,4,60.93,2,3,15.02,2,2,,,,,,,,,0,1,63.66,2,3,23.69,3,3.66,2,5,10.95,3,6,gültig
202012,"04400727",Flinsberger Platz,8264,"04",1.13,2,2,31.91,2,4,6.38,2,3,64.58,2,4,39.8,2,3,21.89,2,3,0.82,2,4,61.08,2,3,10.67,1,2,,,,,,,,,0,1,67.35,2,3,19.07,2,0.16,2,4,-3.28,2,3,gültig
