ZEIT,PLR_ID,PLR_NAME,EW,BEZ_ID,SI_N,SI_V,DI_N,DI_V,SDI,SDI_N,SDI_V,KOM
202012,"05100317",Freiheit,3670,"05",2,mittel,5,negativ,2-,25,"Status mittel , Dynamik negativ",gültig
202012,"05200418",Isenburger Weg,3839,"05",1,hoch,3,stabil,1+/-,13,"Status hoch , Dynamik stabil",gültig
202012,"05200419",Am Heideberg,1694,"05",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"05200420",Staakener Straße,5780,"05",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"05200421",Spandauer Straße,4386,"05",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"05200422",Werkstraße,1057,"05",2,mittel,5,negativ,2-,25,"Status mittel , Dynamik negativ",gültig
202012,"05200423",Magistratsweg,6606,"05",3,niedrig,3,stabil,3+/-,33,"Status niedrig , Dynamik stabil",gültig
202012,"05200524",Döberitzer Weg,3367,"05",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"05200525",Pillnitzer Weg,2431,"05",1,hoch,3,stabil,1+/-,13,"Status hoch , Dynamik stabil",gültig
202012,"05200526",Rudolf-Wissell-Großsiedlung,5734,"05",4,sehr niedrig,1,positiv,4+,41,"Status sehr niedrig , Dynamik positiv",gültig
202012,"05200527",Maulbeerallee,11620,"05",4,sehr niedrig,3,stabil,4+/-,43,"Status sehr niedrig , Dynamik stabil",gültig
202012,"05200528",Weinmeisterhornweg,7019,"05",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"05200629",Borkumer Straße,7858,"05",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"05200630",Wilhelmstadt West,9806,"05",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"05200631",Wilhelmstadt Ost,8462,"05",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"05200632",Tiefwerder,3739,"05",3,niedrig,3,stabil,3+/-,33,"Status niedrig , Dynamik stabil",gültig
202012,"05200633",Graetschelsteig,2003,"05",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"05200634",Börnicker Straße,4436,"05",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"05300735",Haveleck,1925,"05",2,mittel,5,negativ,2-,25,"Status mittel , Dynamik negativ",gültig
202012,"05300736",Zitadellenweg,3667,"05",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"05300737",Gartenfelder Straße,10901,"05",3,niedrig,3,stabil,3+/-,33,"Status niedrig , Dynamik stabil",gültig
202012,"05300838",Gartenfeld,21,"05",-9999,Planungsraum ohne Zuordnung,-9999,Planungsraum ohne Zuordnung,Planungsraum ohne Zuordnung,-9999,Planungsraum ohne Zuordnung,ungültig (EW unter 300)
202012,"05300839",Rohrdamm,7660,"05",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"05300840",Nonnendammallee,486,"05",2,mittel,1,positiv,2+,21,"Status mittel , Dynamik positiv",gültig
202012,"05300841",Siemensdamm,4573,"05",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"05400942",Alt-Gatow,3642,"05",2,mittel,1,positiv,2+,21,"Status mittel , Dynamik positiv",gültig
202012,"05400943",Jägerallee,10315,"05",1,hoch,3,stabil,1+/-,13,"Status hoch , Dynamik stabil",gültig
202012,"05400944",Kladower Damm,2198,"05",1,hoch,5,negativ,1-,15,"Status hoch , Dynamik negativ",gültig
202012,"05400945",Kafkastraße,3682,"05",1,hoch,3,stabil,1+/-,13,"Status hoch , Dynamik stabil",gültig
202012,"06100101",Fichtenberg,6988,"06",1,hoch,3,stabil,1+/-,13,"Status hoch , Dynamik stabil",gültig
202012,"06100102",Schloßstraße,8808,"06",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"06100103",Markelstraße,6281,"06",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"06100204",Munsterdamm,6887,"06",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"06100205",Südende,9881,"06",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"06100206",Stadtpark,7694,"06",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"06100207",Mittelstraße,8008,"06",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"06100208",Bergstraße,6824,"06",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"06100209",Feuerbachstraße,9339,"06",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"06100210",Bismarckstraße,4868,"06",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"06200311",Alt-Lankwitz,4937,"06",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"06200312",Komponistenviertel Lankwitz,6097,"06",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"06200313",Lankwitz Kirche,7410,"06",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"06200314",Kaiser-Wilhelm-Straße,7313,"06",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"06200315",Gallwitzallee,5841,"06",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"06200316",Belßstraße,5558,"06",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"06200317",Lankwitz Süd,6402,"06",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"06200418",Landweg,0,"06",-9999,Planungsraum ohne Zuordnung,-9999,Planungsraum ohne Zuordnung,Planungsraum ohne Zuordnung,-9999,Planungsraum ohne Zuordnung,ungültig (EW unter 300)
202012,"06200419",Thermometersiedlung,4636,"06",2,mittel,1,positiv,2+,21,"Status mittel , Dynamik positiv",gültig
202012,"06200420",Lichterfelde Süd,7055,"06",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"06200421",Königsberger Straße,8349,"06",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"06200422",Oberhofer Platz,7062,"06",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"06200423",Schütte-Lanz-Straße,8627,"06",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"06300524",Berlepschstraße,5670,"06",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"06300525",Zehlendorf Süd,5616,"06",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"06300526",Zehlendorf Mitte,3311,"06",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"06300527",Sundgauer Straße,8385,"06",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"06300528",Teltower Damm,11050,"06",1,hoch,3,stabil,1+/-,13,"Status hoch , Dynamik stabil",gültig
202012,"06300629",Botanischer Garten,7088,"06",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"06300630",Hindenburgdamm,5612,"06",2,mittel,5,negativ,2-,25,"Status mittel , Dynamik negativ",gültig
202012,"06300631",Goerzwerke,3152,"06",1,hoch,3,stabil,1+/-,13,"Status hoch , Dynamik stabil",gültig
202012,"06300632",Schweizer Viertel,13747,"06",1,hoch,3,stabil,1+/-,13,"Status hoch , Dynamik stabil",gültig
202012,"06300633",Augustaplatz,12046,"06",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"06300634",Lichterfelde West,8511,"06",1,hoch,3,stabil,1+/-,13,"Status hoch , Dynamik stabil",gültig
202012,"06400735",Wannsee,10126,"06",1,hoch,3,stabil,1+/-,13,"Status hoch , Dynamik stabil",gültig
202012,"06400736",Düppel,5234,"06",1,hoch,3,stabil,1+/-,13,"Status hoch , Dynamik stabil",gültig
202012,"06400737",Nikolassee,11498,"06",1,hoch,3,stabil,1+/-,13,"Status hoch , Dynamik stabil",gültig
202012,"06400838",Krumme Lanke,7511,"06",1,hoch,3,stabil,1+/-,13,"Status hoch , Dynamik stabil",gültig
202012,"06400839",Fischerhüttenstraße,5278,"06",1,hoch,3,stabil,1+/-,13,"Status hoch , Dynamik stabil",gültig
202012,"06400840",Fischtal,7266,"06",1,hoch,3,stabil,1+/-,13,"Status hoch , Dynamik stabil",gültig
202012,"06400841",Zehlendorf Eiche,5958,"06",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"06400842",Hüttenweg,4810,"06",1,hoch,3,stabil,1+/-,13,"Status hoch , Dynamik stabil",gültig
202012,"06400843",Thielallee,4902,"06",1,hoch,3,stabil,1+/-,13,"Status hoch , Dynamik stabil",gültig
202012,"06400844",Dahlem,7204,"06",1,hoch,3,stabil,1+/-,13,"Status hoch , Dynamik stabil",gültig
202012,"07100101",Wittenbergplatz,9808,"07",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"07100102",Kalckreuthstraße,8675,"07",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"07100103",Frobenstraße,7712,"07",3,niedrig,3,stabil,3+/-,33,"Status niedrig , Dynamik stabil",gültig
202012,"07100204",Barbarossaplatz,10468,"07",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"07100205",Alvenslebenstraße,5257,"07",4,sehr niedrig,3,stabil,4+/-,43,"Status sehr niedrig , Dynamik stabil",gültig
202012,"07100206",Großgörschenstraße,8223,"07",2,mittel,1,positiv,2+,21,"Status mittel , Dynamik positiv",gültig
202012,"07200307",Bayerischer Platz,10578,"07",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"07200308",Volkspark (Rudolph-Wilde-Park),10501,"07",2,mittel,5,negativ,2-,25,"Status mittel , Dynamik negativ",gültig
202012,"07200409",Belziger Straße,9460,"07",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"07200410",Feurigstraße,5565,"07",3,niedrig,5,negativ,3-,35,"Status niedrig , Dynamik negativ",gültig
202012,"07200411",Julius-Leber-Brücke,2786,"07",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"07200412",Schöneberger Linse,1094,"07",2,mittel,1,positiv,2+,21,"Status mittel , Dynamik positiv",gültig
202012,"07200413",Cheruskerstraße,7886,"07",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"07200414",Hohenfriedbergstraße,3736,"07",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"07300515",Taunusstraße,6860,"07",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"07300516",Odenwaldstraße,8839,"07",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"07300517",Perelsplatz,8767,"07",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"07300618",Ceciliengärten,9371,"07",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"07300619",Grazer Platz,12302,"07",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"07400720",Gontermannstraße,12038,"07",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"07400721",Paradestraße,5464,"07",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"07400822",Lindenhofsiedlung,2255,"07",2,mittel,1,positiv,2+,21,"Status mittel , Dynamik positiv",gültig
202012,"07400823",Wittekindstraße,9832,"07",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"07400824",Bosepark,7390,"07",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"07400825",Friedrich-Karl-Straße,7360,"07",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"07400826",Marienhöhe,5114,"07",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"07400927",Rathaus Tempelhof,11104,"07",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"07400928",Germaniagarten,3980,"07",4,sehr niedrig,3,stabil,4+/-,43,"Status sehr niedrig , Dynamik stabil",gültig
202012,"07501029",Ringstraße,8138,"07",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"07501030",Machonstraße,8890,"07",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"07501031",Eisenacher Straße,9101,"07",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"07501032",Imbrosweg,5653,"07",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"07501133",Fritz-Werner-Straße,8141,"07",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"07501134",Hundsteinweg,10584,"07",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"07501135",Birnhornweg,2233,"07",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"07601236",Marienfelder Allee Nordwest,10193,"07",3,niedrig,5,negativ,3-,35,"Status niedrig , Dynamik negativ",gültig
202012,"07601237",Kirchstraße,4740,"07",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"07601238",Marienfelde Nordost,2869,"07",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"07601339",Tirschenreuther Ring West,5749,"07",3,niedrig,3,stabil,3+/-,33,"Status niedrig , Dynamik stabil",gültig
202012,"07601340",Tirschenreuther Ring Ost,6429,"07",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"07601341",Diedersdorfer Weg,2284,"07",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"07601442",Kettinger Straße,10498,"07",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"07601443",Töpchiner Weg,10895,"07",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"07601544",John-Locke-Straße,8485,"07",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"07601545",Nahariyastraße,8431,"07",4,sehr niedrig,3,stabil,4+/-,43,"Status sehr niedrig , Dynamik stabil",gültig
202012,"07601546",Franziusweg,6978,"07",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"07601547",Horstwalder Straße,3859,"07",2,mittel,5,negativ,2-,25,"Status mittel , Dynamik negativ",gültig
202012,"07601548",Wittelsbacherstraße,2964,"07",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"08100101",Hasenheide,4516,"08",3,niedrig,3,stabil,3+/-,33,"Status niedrig , Dynamik stabil",gültig
202012,"08100102",Schillerpromenade Nord,8218,"08",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"08100103",Schillerpromenade Süd,7473,"08",3,niedrig,3,stabil,3+/-,33,"Status niedrig , Dynamik stabil",gültig
202012,"08100104",Wartheplatz,6706,"08",4,sehr niedrig,3,stabil,4+/-,43,"Status sehr niedrig , Dynamik stabil",gültig
202012,"08100105",Silbersteinstraße,5567,"08",4,sehr niedrig,3,stabil,4+/-,43,"Status sehr niedrig , Dynamik stabil",gültig
202012,"08100206",Flughafenstraße,9668,"08",3,niedrig,3,stabil,3+/-,33,"Status niedrig , Dynamik stabil",gültig
202012,"08100207",Rollberg,7451,"08",4,sehr niedrig,3,stabil,4+/-,43,"Status sehr niedrig , Dynamik stabil",gültig
202012,"08100208",Körnerpark,12288,"08",3,niedrig,3,stabil,3+/-,33,"Status niedrig , Dynamik stabil",gültig
202012,"08100209",Glasower Straße,8524,"08",4,sehr niedrig,3,stabil,4+/-,43,"Status sehr niedrig , Dynamik stabil",gültig
202012,"08100310",Maybachufer,7877,"08",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"08100311",Reuterplatz,7342,"08",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"08100312",Weichselplatz,11788,"08",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"08100313",Bouchéstraße,3868,"08",2,mittel,1,positiv,2+,21,"Status mittel , Dynamik positiv",gültig
202012,"08100314",Donaustraße,8264,"08",3,niedrig,3,stabil,3+/-,33,"Status niedrig , Dynamik stabil",gültig
202012,"08100415",Ganghoferstraße,6530,"08",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"08100416",Alt-Rixdorf,6562,"08",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"08100417",Braunschweiger Straße,9919,"08",4,sehr niedrig,3,stabil,4+/-,43,"Status sehr niedrig , Dynamik stabil",gültig
202012,"08100418",Hertzbergplatz,9588,"08",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"08100419",Treptower Straße Nord,7100,"08",4,sehr niedrig,3,stabil,4+/-,43,"Status sehr niedrig , Dynamik stabil",gültig
202012,"08100520",Weiße Siedlung,5767,"08",4,sehr niedrig,5,negativ,4-,45,"Status sehr niedrig , Dynamik negativ",gültig
202012,"08100521",Schulenburgpark,9620,"08",4,sehr niedrig,3,stabil,4+/-,43,"Status sehr niedrig , Dynamik stabil",gültig
202012,"08200622",Jahnstraße,5608,"08",4,sehr niedrig,3,stabil,4+/-,43,"Status sehr niedrig , Dynamik stabil",gültig
202012,"08200623",Park am Buschkrug,6064,"08",2,mittel,5,negativ,2-,25,"Status mittel , Dynamik negativ",gültig
202012,"08200624",Tempelhofer Weg,8754,"08",3,niedrig,3,stabil,3+/-,33,"Status niedrig , Dynamik stabil",gültig
202012,"08200725",Mohriner Allee Nord,2455,"08",2,mittel,5,negativ,2-,25,"Status mittel , Dynamik negativ",gültig
202012,"08200726",Hufeisensiedlung,6271,"08",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"08200727",Parchimer Allee Süd,7983,"08",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"08200728",Ortolanweg,1253,"08",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"08200729",Britzer Garten,1865,"08",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"08200730",Handwerker-Siedlung,3321,"08",2,mittel,5,negativ,2-,25,"Status mittel , Dynamik negativ",gültig
202012,"08200831",Buckow West,8320,"08",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"08200832",Buckow Mitte,11578,"08",2,mittel,5,negativ,2-,25,"Status mittel , Dynamik negativ",gültig
202012,"08200833",Buckow Ost,8698,"08",3,niedrig,3,stabil,3+/-,33,"Status niedrig , Dynamik stabil",gültig
202012,"08300934",Gropiusstadt Nord-West,12534,"08",4,sehr niedrig,3,stabil,4+/-,43,"Status sehr niedrig , Dynamik stabil",gültig
202012,"08300935",Gropiusstadt Süd-West,7303,"08",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"08301036",Gropiusstadt Mitte,7190,"08",3,niedrig,3,stabil,3+/-,33,"Status niedrig , Dynamik stabil",gültig
202012,"08301037",Gropiusstadt Süd-Ost,10564,"08",4,sehr niedrig,5,negativ,4-,45,"Status sehr niedrig , Dynamik negativ",gültig
202012,"08401138",Goldhähnchenweg,2834,"08",3,niedrig,3,stabil,3+/-,33,"Status niedrig , Dynamik stabil",gültig
202012,"08401139",Vogelviertel Süd,4103,"08",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"08401140",Vogelviertel Nord,2661,"08",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"08401241",Blumenviertel,8264,"08",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"08401242",Zittauer Straße,6844,"08",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"08401243",Alt-Rudow,9997,"08",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"08401244",Waßmannsdorfer Chaussee,7118,"08",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"08401245",Frauenviertel,3776,"08",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"08401246",Waltersdorfer Chaussee Ost,7951,"08",2,mittel,5,negativ,2-,25,"Status mittel , Dynamik negativ",gültig
202012,"09100101",Alt-Treptow,13167,"09",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"09100202",Plänterwald West,4375,"09",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"09100203",Plänterwald Ost,6924,"09",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"09100304",Baumschulenweg West,11722,"09",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"09100305",Baumschulenweg Ost,4074,"09",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"09100306",Späthsfelde,3098,"09",2,mittel,5,negativ,2-,25,"Status mittel , Dynamik negativ",gültig
202012,"09100407",Johannisthal West,8480,"09",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"09100408",Johannisthal Ost,8105,"09",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"09100409",Landschaftspark Adlershof,3375,"09",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"09200510",Helmholtz-Kiez,7535,"09",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"09200511",Griechischer Park,12663,"09",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"09200512",Wuhlheide,3440,"09",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"09200613",Bahnhof Schöneweide,9424,"09",2,mittel,1,positiv,2+,21,"Status mittel , Dynamik positiv",gültig
202012,"09200614",Oberspree,3580,"09",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"09200715",Wista,3059,"09",2,mittel,5,negativ,2-,25,"Status mittel , Dynamik negativ",gültig
202012,"09200716",Dörpfeldstraße West,7669,"09",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"09200717",Dörpfeldstraße Ost,9482,"09",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"09200818",Spindlersfeld,3061,"09",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"09200819",Köllnische Vorstadt,8292,"09",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"09300920",Dorf Altglienicke,11751,"09",2,mittel,5,negativ,2-,25,"Status mittel , Dynamik negativ",gültig
202012,"09300921",Preußen Siedlung,2697,"09",1,hoch,3,stabil,1+/-,13,"Status hoch , Dynamik stabil",gültig
202012,"09300922",Kosmos Viertel,5660,"09",4,sehr niedrig,5,negativ,4-,45,"Status sehr niedrig , Dynamik negativ",gültig
202012,"09300923",Kölner Viertel,8169,"09",2,mittel,5,negativ,2-,25,"Status mittel , Dynamik negativ",gültig
202012,"09301024",Falkenberg,2417,"09",1,hoch,3,stabil,1+/-,13,"Status hoch , Dynamik stabil",gültig
202012,"09301025",Alt-Bohnsdorf,10760,"09",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"09301126",Grünau,7217,"09",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"09301227",Karolinenhof,1871,"09",1,hoch,3,stabil,1+/-,13,"Status hoch , Dynamik stabil",gültig
202012,"09301228",Schmöckwitz/Rauchfangswerder,2571,"09",1,hoch,3,stabil,1+/-,13,"Status hoch , Dynamik stabil",gültig
202012,"09401329",Kietzer Feld/Nachtheide,10138,"09",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"09401330",Wendenschloß,1911,"09",1,hoch,3,stabil,1+/-,13,"Status hoch , Dynamik stabil",gültig
202012,"09401431",Allende I,5445,"09",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"09401432",Siedlung Kämmereiheide,1569,"09",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"09401433",Allende II,4368,"09",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"09401534",Altstadt Köpenick,7337,"09",2,mittel,1,positiv,2+,21,"Status mittel , Dynamik positiv",gültig
202012,"09401635",Müggelheim,6867,"09",1,hoch,3,stabil,1+/-,13,"Status hoch , Dynamik stabil",gültig
202012,"09501736",Hirschgarten,4575,"09",2,mittel,1,positiv,2+,21,"Status mittel , Dynamik positiv",gültig
202012,"09501737",Alt-Friedrichshagen,14434,"09",1,hoch,3,stabil,1+/-,13,"Status hoch , Dynamik stabil",gültig
202012,"09501838",Rahnsdorf,9856,"09",1,hoch,3,stabil,1+/-,13,"Status hoch , Dynamik stabil",gültig
202012,"09501939",Bahnhofstraße,6377,"09",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"09501940",Güterbahnhof Köpenick,2678,"09",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"09501941",Friedrichshagener Straße,2678,"09",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"09502042",Mittelheide,4106,"09",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"09502043",Dammheide,9188,"09",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"10100101",Marzahn West,5709,"10",2,mittel,1,positiv,2+,21,"Status mittel , Dynamik positiv",gültig
202012,"10100102",Rosenbecker Straße,3317,"10",3,niedrig,1,positiv,3+,31,"Status niedrig , Dynamik positiv",gültig
202012,"10100103",Wittenberger Straße,7685,"10",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"10100104",Golliner Straße,7611,"10",2,mittel,1,positiv,2+,21,"Status mittel , Dynamik positiv",gültig
202012,"10100205",Gewerbegebiet Bitterfelder Straße,1262,"10",-9999,Planungsraum ohne Zuordnung,-9999,Planungsraum ohne Zuordnung,Planungsraum ohne Zuordnung,-9999,Planungsraum ohne Zuordnung,ungültig (Ausreißer)
202012,"10100206",Wuhletalstraße,10586,"10",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
202012,"10100207",Ahrensfelder Berge,8198,"10",2,mittel,1,positiv,2+,21,"Status mittel , Dynamik positiv",gültig
202012,"10100208",Bürgerpark,9163,"10",2,mittel,3,stabil,2+/-,23,"Status mittel , Dynamik stabil",gültig
