ZEIT,PLR_ID,PLR_NAME,EW,BEZ_ID,S1,S1_SD_GR,S1_AG_GR,S2,S2_SD_GR,S2_AG_GR,S3,S3_SD_GR,S3_AG_GR,S4,S4_SD_GR,S4_AG_GR,D1,D1_SD_GR,D1_AG_GR,D2,D2_SD_GR,D2_AG_GR,D3,D3_SD_GR,D3_AG_GR,D4,D4_SD_GR,D4_AG_GR,KOM
202012,"04200203",Olympiagelände,1482,"04",1.61638,1,1,,,,1.95682,1,1,7.18232,1,1,0.00694,1,4,,,,-0.22861,2,3,1.39285,2,4,gültig
202012,"04200204",Angerburger Allee,2832,"04",2.94985,2,2,,,,5.19068,2,2,11.39706,2,2,0.62775,2,4,,,,0.55492,3,4,-2.18319,2,2,gültig
202012,"04200205",Flatowallee,2569,"04",1.76614,1,1,,,,2.99728,1,1,7.66423,1,1,0.33312,2,4,,,,-0.28525,2,3,0.02303,2,4,gültig
202012,"04200206",Kranzallee,2963,"04",1.92744,1,1,,,,3.77995,1,1,7.50605,1,1,0.53614,2,4,,,,0.01541,2,4,2.69836,2,5,gültig
202012,"04200207",Eichkamp,3192,"04",0.45956,1,1,,,,1.53509,1,1,3.15789,1,1,-0.08098,1,3,,,,0.16439,2,4,-0.57544,2,3,gültig
202012,"04200308",Branitzer Platz,6379,"04",2.99265,2,2,,,,7.17981,2,2,19.50904,2,2,0.95503,2,4,,,,1.86204,3,5,10.19606,3,6,gültig
202012,"04200309",Neu Westend,6936,"04",2.51542,2,2,,,,4.49827,2,1,10.21898,2,2,0.2796,2,4,,,,0.01282,2,4,2.9187,3,5,gültig
202012,"04200310",Fürstenplatz,7809,"04",3.42027,2,2,,,,6.00589,2,2,13.40909,2,2,1.38775,2,5,,,,0.43649,2,4,2.06406,2,5,gültig
202012,"04200311",Königin-Elisabeth-Straße,7218,"04",4.64228,2,3,,,,7.75838,2,2,18.93333,2,2,1.90416,2,5,,,,-0.48117,2,3,-1.60931,2,3,gültig
202012,"04300412",Schlossgarten,3329,"04",5.80087,2,3,,,,14.5389,2,3,22,2,3,-0.15843,1,3,,,,-2.81674,1,1,-12.06114,1,1,gültig
202012,"04300413",Klausenerplatz,10334,"04",5.18932,2,3,,,,12.99594,2,3,24.61651,2,3,1.15144,2,5,,,,-1.78063,2,2,-2.71226,2,2,gültig
202012,"04300414",Schloßstraße,10786,"04",3.54304,2,2,,,,7.42629,2,2,13.36554,2,2,0.56426,2,4,,,,-1.78472,2,2,-4.68362,2,1,gültig
202012,"04300415",Lietzensee,6488,"04",3.41126,2,2,,,,7.25956,2,2,13.76582,2,2,0.28701,2,4,,,,-0.69113,2,3,0.51661,2,4,gültig
202012,"04300416",Amtsgerichtsplatz,12145,"04",3.42482,2,2,,,,6.9823,2,2,16.08232,2,2,1.16391,2,5,,,,-0.54493,2,3,-1.738,2,3,gültig
202012,"04300517",Tegeler Weg,9637,"04",5.20078,2,3,,,,11.09266,2,3,26.08696,2,3,0.67403,2,4,,,,-1.10857,2,2,-2.54507,2,2,gültig
202012,"04300518",Kaiserin-Augusta-Allee,5930,"04",5.04775,2,3,,,,11.28162,2,3,29.64072,2,3,0.52194,2,4,,,,-1.8348,2,2,-4.27998,2,1,gültig
202012,"04300619",Alt-Lietzow,8859,"04",4.24583,2,3,,,,9.50446,2,2,21.88516,2,3,0.75403,2,4,,,,-0.62269,2,3,-0.50781,2,3,gültig
202012,"04300620",Spreestadt,3429,"04",4.16513,2,3,,,,10.09041,2,3,24.11765,2,3,0.18545,2,4,,,,-2.76484,1,1,-5.64824,1,1,gültig
202012,"04300621",Richard-Wagner-Straße,10811,"04",5.28801,2,3,,,,11.66405,2,3,24.36333,2,3,1.33214,2,5,,,,-0.65941,2,3,0.87456,2,4,gültig
202012,"04300622",Ernst-Reuter-Platz,5157,"04",4.54917,2,3,,,,12.10006,2,3,24.95697,2,3,0.13491,1,4,,,,-1.20951,2,2,0.08302,2,4,gültig
202012,"04300623",Karl-August-Platz,12121,"04",4.38527,2,3,,,,9.61142,2,2,21.46848,2,3,0.70035,2,4,,,,-1.15278,2,2,-1.49109,2,3,gültig
202012,"04300624",Savignyplatz,9538,"04",3.29703,2,2,,,,6.02852,2,2,14.50472,2,2,0.97043,2,4,,,,-0.18786,2,3,0.47963,2,4,gültig
202012,"04400725",Güterbahnhof Grunewald,110,"04",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,ungültig (EW unter 300)
202012,"04400726",Bismarckallee,5470,"04",2.35586,2,2,,,,6.58135,2,2,12.14575,2,2,0.78723,2,4,,,,0.74738,3,4,4.54341,3,6,gültig
202012,"04400727",Flinsberger Platz,8264,"04",3.58276,2,2,,,,6.53437,2,2,15.22453,2,2,0.8604,2,4,,,,-1.1951,2,2,-1.18685,2,3,gültig
202012,"04400728",Hagenplatz,3173,"04",1.53322,1,1,,,,3.24614,1,1,3.5533,1,1,0.29062,2,4,,,,0.15369,2,4,-1.35133,2,3,gültig
202012,"04400729",Hundekehle,2796,"04",1.23617,1,1,,,,3.57654,1,1,5.49451,1,1,0.29396,2,4,,,,0.75168,3,4,3.02537,3,5,gültig
202012,"04400830",Forckenbeckstraße,7119,"04",4.05594,2,3,,,,6.78466,2,2,14.89573,2,2,0.81901,2,4,,,,-0.48355,2,3,2.61312,2,5,gültig
202012,"04400831",Messelpark,1513,"04",0.75662,1,1,,,,1.78453,1,1,3.52941,1,1,0.04233,1,4,,,,0.07625,2,4,1.01369,2,4,gültig
202012,"04400832",Breite Straße,7023,"04",2.40705,2,2,,,,5.0121,2,2,9.34211,2,1,0.59909,2,4,,,,0.70261,3,4,4.29563,3,6,gültig
202012,"04400833",Schlangenbader Straße,4178,"04",6.28205,2,4,,,,13.236,2,3,31.49038,2,4,1.56427,2,5,,,,2.5381,3,6,11.99177,3,6,gültig
202012,"04400834",Binger Straße,3574,"04",2.31936,2,2,,,,5.54001,2,2,8.20896,2,1,-0.04906,1,3,,,,-0.81545,2,3,-0.43969,2,3,gültig
202012,"04400835",Rüdesheimer Platz,10593,"04",2.32697,2,2,,,,4.89002,2,1,8.09444,2,1,0.33488,2,4,,,,-0.0591,2,3,0.82913,2,4,gültig
202012,"04500936",Droysenstraße,5638,"04",3.76259,2,2,,,,8.51366,2,2,22.01681,2,3,0.58964,2,4,,,,-0.64941,2,3,-2.79059,2,2,gültig
202012,"04500937",Halensee,7683,"04",3.131,2,2,,,,5.81804,2,2,9.61003,2,1,0.81003,2,4,,,,-0.8963,2,3,-1.05279,2,3,gültig
202012,"04500938",Hochmeisterplatz,7919,"04",3.49894,2,2,,,,7.46306,2,2,16.87571,2,2,0.84607,2,4,,,,-0.41115,2,3,-1.46339,2,3,gültig
202012,"04500939",Eisenzahnstraße,6496,"04",4.42077,2,3,,,,8.5899,2,2,19.2848,2,2,0.40219,2,4,,,,-1.33895,2,2,-5.39605,1,1,gültig
202012,"04501040",Hindemithplatz,5998,"04",2.70466,2,2,,,,5.63521,2,2,7.07237,1,1,0.88255,2,4,,,,-0.72184,2,3,0.0877,2,4,gültig
202012,"04501041",George-Grosz-Platz,5597,"04",2.5869,2,2,,,,5.52081,2,2,11.79673,2,2,0.55644,2,4,,,,-0.00229,2,3,1.72606,2,4,gültig
202012,"04501042",Breitscheidplatz,3581,"04",4.84998,2,3,,,,10.05306,2,3,31.67082,2,4,2.39426,3,6,,,,1.48394,3,5,11.46357,3,6,gültig
202012,"04501043",Preußenpark,11048,"04",3.1263,2,2,,,,6.3903,2,2,11.70124,2,2,0.83688,2,4,,,,0.42444,2,4,3.12981,3,5,gültig
202012,"04501044",Ludwigkirchplatz,5283,"04",3.33137,2,2,,,,7.1361,2,2,15.2,2,2,0.13713,1,4,,,,-0.13324,2,3,0.30638,2,4,gültig
202012,"04501045",Schaperstraße,9334,"04",3.55883,2,2,,,,7.45661,2,2,16.68533,2,2,0.28146,2,4,,,,-0.14454,2,3,-1.44466,2,3,gültig
202012,"04501146",Barstraße,4715,"04",5.30003,2,3,,,,10.90138,2,3,28.482,2,3,1.70516,2,5,,,,-2.02408,2,1,-4.42535,2,1,gültig
202012,"04501147",Leon-Jessel-Platz,5625,"04",2.94338,2,2,,,,8.39111,2,2,19.06977,2,2,0.4945,2,4,,,,-0.16648,2,3,1.92233,2,4,gültig
202012,"04501148",Brabanter Platz,4436,"04",4.21121,2,3,,,,9.98647,2,2,24.05303,2,3,0.82401,2,4,,,,0.18125,2,4,0.46432,2,4,gültig
202012,"04501149",Nikolsburger Platz,9834,"04",3.50796,2,2,,,,6.83344,2,2,15.83412,2,2,0.7962,2,4,,,,-0.17685,2,3,2.2599,2,5,gültig
202012,"04501150",Wilhelmsaue,3071,"04",3.53714,2,2,,,,6.34972,2,2,11.31387,2,2,0.47279,2,4,,,,-0.55699,2,3,-1.71134,2,3,gültig
202012,"04501151",Hildegardstraße,7572,"04",2.63969,2,2,,,,5.8373,2,2,9.64912,2,1,0.44704,2,4,,,,0.10854,2,4,-0.6342,2,3,gültig
202012,"04501152",Prager Platz,6913,"04",3.77607,2,2,,,,6.52394,2,2,9.95608,2,1,0.60078,2,4,,,,-0.62607,2,3,-2.90942,2,2,gültig
202012,"04501153",Babelsberger Straße,7489,"04",3.82398,2,2,,,,9.88116,2,2,19.7411,2,2,0.50895,2,4,,,,0.84006,3,4,6.06787,3,6,gültig
202012,"05100101",Hakenfelde Nord,4079,"05",1.70691,1,1,,,,5.61412,2,2,8.81295,2,1,0.25188,2,4,,,,0.47878,2,4,-0.90365,2,3,gültig
202012,"05100102",Am Forstacker,4390,"05",6.05596,2,4,,,,12.8246,2,3,38.71636,2,4,0.91246,2,4,,,,-0.9762,2,3,-1.9022,2,3,gültig
202012,"05100103",Mertensstraße,5873,"05",6.49864,2,4,,,,14.89869,2,3,32.8907,2,4,0.6241,2,4,,,,-2.5287,1,1,-7.00743,1,1,gültig
202012,"05100104",Maselake,4830,"05",5.73937,2,3,,,,12.87785,2,3,29.77893,2,3,2.20914,3,6,,,,-1.08057,2,2,-2.18393,2,2,gültig
202012,"05100105",Amorbacher Weg,7608,"05",3.85173,2,2,,,,8.26761,2,2,19.27024,2,2,0.78164,2,4,,,,-0.95958,2,3,0.60508,2,4,gültig
202012,"05100206",Griesingerstraße,3619,"05",9.55137,4,5,,,,19.56342,3,4,43.1918,3,5,2.77004,3,6,,,,-1.39002,2,2,4.71897,3,6,gültig
202012,"05100207",An der Tränke,2314,"05",1.06572,1,1,,,,2.63613,1,1,7.98319,2,1,-0.33521,1,3,,,,-0.62918,2,3,-1.02582,2,3,gültig
202012,"05100208",Im Spektefeld,10703,"05",9.54743,4,5,,,,21.88172,4,5,49.4863,3,5,2.01787,3,6,,,,-0.72263,2,3,-2.66591,2,2,gültig
202012,"05100209",Westerwaldstraße,11547,"05",9.51526,4,5,,,,22.91504,4,5,48.57445,3,5,1.40153,2,5,,,,-2.93278,1,1,-1.80376,2,3,gültig
202012,"05100210",Germersheimer Platz,7709,"05",8.03236,3,5,,,,19.70424,3,4,46.30682,3,5,0.68997,2,4,,,,-3.34177,1,1,-5.67058,1,1,gültig
202012,"05100211",An der Kappe,6068,"05",4.46429,2,3,,,,9.24522,2,2,25.62674,2,3,1.46794,2,5,,,,-0.34023,2,3,2.86812,3,5,gültig
202012,"05100312",Eckschanze,4025,"05",7.06425,2,4,,,,17.3913,2,4,39.19156,2,4,0.90706,2,4,,,,-3.06668,1,1,-5.31016,1,1,gültig
202012,"05100313",Eiswerder,5756,"05",8.16632,3,5,,,,19.14524,3,4,42.08791,3,5,1.40584,2,5,,,,-2.48828,1,1,-6.97969,1,1,gültig
202012,"05100314",Kurstraße,7335,"05",10.52531,4,5,,,,25.31697,4,5,57.79889,4,5,1.26326,2,5,,,,-2.96272,1,1,-2.53234,2,2,gültig
202012,"05100315",Ackerstraße,6753,"05",7.66871,2,4,,,,18.56952,3,4,43.46473,3,5,1.07292,2,5,,,,-1.16732,2,2,-0.13031,2,3,gültig
202012,"05100316",Carl-Schurz-Straße,10341,"05",7.34789,2,4,,,,17.78358,2,4,44.01679,3,5,1.02139,2,5,,,,-1.49586,2,2,0.40415,2,4,gültig
202012,"05100317",Freiheit,3670,"05",7.28583,2,4,,,,16.13079,2,4,35.26405,2,4,2.70119,3,6,,,,2.56187,3,6,12.39716,3,6,gültig
202012,"05200418",Isenburger Weg,3839,"05",1.02264,1,1,,,,1.92759,1,1,3.84615,1,1,0.10294,1,4,,,,-0.19566,2,3,-1.05581,2,3,gültig
202012,"05200419",Am Heideberg,1694,"05",3.35968,2,2,,,,5.48996,2,2,9.52381,2,1,0.64065,2,4,,,,-0.50411,2,3,-0.93371,2,3,gültig
202012,"05200420",Staakener Straße,5780,"05",3.20391,2,2,,,,6.95502,2,2,17.75837,2,2,0.04908,1,4,,,,-1.0792,2,2,-1.57938,2,3,gültig
202012,"05200421",Spandauer Straße,4386,"05",5.38433,2,3,,,,11.10351,2,3,26.50771,2,3,0.95302,2,4,,,,-0.94112,2,3,2.13098,2,5,gültig
202012,"05200422",Werkstraße,1057,"05",2.98103,2,2,,,,8.23084,2,2,22.77228,2,3,1.36552,2,5,,,,1.00473,3,5,6.6649,3,6,gültig
202012,"05200423",Magistratsweg,6606,"05",8.77376,3,5,,,,19.98183,3,4,48.55491,3,5,0.89787,2,4,,,,-1.12092,2,2,-3.33698,2,2,gültig
202012,"05200524",Döberitzer Weg,3367,"05",1.93407,1,1,,,,4.3065,2,1,9.84456,2,1,0.48479,2,4,,,,0.30172,2,4,1.30597,2,4,gültig
202012,"05200525",Pillnitzer Weg,2431,"05",0.65574,1,1,,,,6.08803,2,2,5.89812,1,1,0.04099,1,4,,,,-0.03085,2,3,0.12304,2,4,gültig
202012,"05200526",Rudolf-Wissell-Großsiedlung,5734,"05",12.7732,4,5,,,,32.97872,4,5,67.36754,4,5,0.35471,2,4,,,,-3.89997,1,1,-7.25683,1,1,gültig
202012,"05200527",Maulbeerallee,11620,"05",15.37595,4,5,,,,38.87263,4,5,71.875,4,5,2.01607,3,6,,,,-1.88602,2,2,-0.4848,2,3,gültig
202012,"05200528",Weinmeisterhornweg,7019,"05",3.2819,2,2,,,,8.22054,2,2,20.23047,2,3,0.33788,2,4,,,,0.28426,2,4,0.92491,2,4,gültig
202012,"05200629",Borkumer Straße,7858,"05",6.04106,2,4,,,,13.08221,2,3,36.30505,2,4,0.86024,2,4,,,,-1.96215,2,2,-4.40596,2,1,gültig
202012,"05200630",Wilhelmstadt West,9806,"05",6.96296,2,4,,,,15.103,2,4,38.36066,2,4,1.51909,2,5,,,,-0.20969,2,3,2.93072,3,5,gültig
202012,"05200631",Wilhelmstadt Ost,8462,"05",7.33975,2,4,,,,15.90641,2,4,39.47858,2,4,1.15142,2,5,,,,-1.91643,2,2,-1.82577,2,3,gültig
202012,"05200632",Tiefwerder,3739,"05",7.38173,2,4,,,,20.88794,3,5,47.46318,3,5,0.4645,2,4,,,,-1.58367,2,2,-1.40779,2,3,gültig
202012,"05200633",Graetschelsteig,2003,"05",7.49306,2,4,,,,13.47978,2,3,38.66171,2,4,1.76822,2,5,,,,-0.38597,2,3,0.90237,2,4,gültig
202012,"05200634",Börnicker Straße,4436,"05",2.4882,2,2,,,,3.6294,1,1,8.05195,2,1,-0.03135,1,3,,,,0.55248,3,4,3.36445,3,5,gültig
202012,"05300735",Haveleck,1925,"05",3.67751,2,2,,,,8.93506,2,2,17.25888,2,2,2.97751,3,6,,,,5.13389,3,6,13.90067,3,6,gültig
202012,"05300736",Zitadellenweg,3667,"05",6.42015,2,4,,,,18.32561,3,4,36.88119,2,4,1.07122,2,5,,,,-1.54194,2,2,-2.52401,2,2,gültig
202012,"05300737",Gartenfelder Straße,10901,"05",8.21663,3,5,,,,17.64976,2,4,43.82184,3,5,1.40309,2,5,,,,-1.39431,2,2,-2.19654,2,2,gültig
202012,"05300838",Gartenfeld,21,"05",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,ungültig (EW unter 300)
202012,"05300839",Rohrdamm,7660,"05",6.42941,2,4,,,,15.70496,2,4,37.92251,2,4,1.0003,2,5,,,,-2.03741,2,1,-3.7583,2,2,gültig
202012,"05300840",Nonnendammallee,486,"05",4.5045,2,3,,,,10.28807,2,3,32.07547,2,4,1.6876,2,5,,,,-4.36037,1,1,-23.69376,1,1,gültig
202012,"05300841",Siemensdamm,4573,"05",6.03609,2,4,,,,13.33916,2,3,30.59581,2,4,1.51957,2,5,,,,-1.8942,2,2,-5.66962,1,1,gültig
202012,"05400942",Alt-Gatow,3642,"05",2.21176,2,2,,,,3.84404,1,1,8.37209,2,1,-0.17732,1,3,,,,-3.39363,1,1,-11.29083,1,1,gültig
202012,"05400943",Jägerallee,10315,"05",0.78576,1,1,,,,1.87106,1,1,2.29333,1,1,-0.09085,1,3,,,,0.01366,2,4,-0.63161,2,3,gültig
202012,"05400944",Kladower Damm,2198,"05",0.66834,1,1,,,,4.27662,2,1,2.6616,1,1,0.0801,1,4,,,,3.13767,3,6,1.49881,2,4,gültig
202012,"05400945",Kafkastraße,3682,"05",1.32316,1,1,,,,1.81966,1,1,3.80952,1,1,0.2897,2,4,,,,0.32306,2,4,-1.24311,2,3,gültig
202012,"06100101",Fichtenberg,6988,"06",1.62098,1,1,,,,3.59187,1,1,6.73712,1,1,0.15534,1,4,,,,0.4902,2,4,2.16922,2,5,gültig
202012,"06100102",Schloßstraße,8808,"06",3.19552,2,2,,,,6.13079,2,2,13.09735,2,2,0.52755,2,4,,,,-0.65961,2,3,0.14771,2,4,gültig
202012,"06100103",Markelstraße,6281,"06",2.5977,2,2,,,,4.71263,2,1,6.76203,1,1,0.7366,2,4,,,,-0.51149,2,3,-1.40918,2,3,gültig
202012,"06100204",Munsterdamm,6887,"06",4.04587,2,3,,,,7.66662,2,2,16.58228,2,2,0.90913,2,4,,,,-0.59772,2,3,0.12188,2,4,gültig
202012,"06100205",Südende,9881,"06",4.13885,2,3,,,,7.51948,2,2,17.69841,2,2,1.10311,2,5,,,,-0.73665,2,3,-0.55036,2,3,gültig
202012,"06100206",Stadtpark,7694,"06",3.30477,2,2,,,,6.8235,2,2,11.27983,2,2,0.72703,2,4,,,,-0.93635,2,3,-2.90236,2,2,gültig
202012,"06100207",Mittelstraße,8008,"06",3.5927,2,2,,,,6.58092,2,2,14.88033,2,2,0.38636,2,4,,,,-0.88405,2,3,-1.93481,2,3,gültig
202012,"06100208",Bergstraße,6824,"06",3.11493,2,2,,,,6.3306,2,2,9.97475,2,1,0.37639,2,4,,,,-1.02606,2,2,-1.86566,2,3,gültig
202012,"06100209",Feuerbachstraße,9339,"06",3.59431,2,2,,,,6.57458,2,2,13.23268,2,2,1.06366,2,5,,,,-1.0552,2,2,-1.54993,2,3,gültig
202012,"06100210",Bismarckstraße,4868,"06",3.87097,2,2,,,,7.66228,2,2,14.91086,2,2,0.80791,2,4,,,,-0.61875,2,3,-0.39859,2,3,gültig
202012,"06200311",Alt-Lankwitz,4937,"06",3.05556,2,2,,,,7.61596,2,2,14.21488,2,2,0.40988,2,4,,,,-0.7869,2,3,-2.48108,2,2,gültig
202012,"06200312",Komponistenviertel Lankwitz,6097,"06",2.49794,2,2,,,,4.52682,2,1,9.93289,2,1,0.51897,2,4,,,,0.01434,2,4,-1.19516,2,3,gültig
202012,"06200313",Lankwitz Kirche,7410,"06",5.54106,2,3,,,,10.09447,2,3,24.33333,2,3,1.02994,2,5,,,,-0.88395,2,3,-0.75103,2,3,gültig
202012,"06200314",Kaiser-Wilhelm-Straße,7313,"06",4.70271,2,3,,,,9.72241,2,2,22.45989,2,3,0.56926,2,4,,,,-0.79368,2,3,-1.16584,2,3,gültig
202012,"06200315",Gallwitzallee,5841,"06",4.9217,2,3,,,,8.61154,2,2,15.33742,2,2,0.82311,2,4,,,,-0.90016,2,3,-3.82204,2,2,gültig
202012,"06200316",Belßstraße,5558,"06",6.08622,2,4,,,,11.87478,2,3,31.98324,2,4,1.8054,2,5,,,,-0.96061,2,3,1.42768,2,4,gültig
202012,"06200317",Lankwitz Süd,6402,"06",2.25681,2,2,,,,4.85786,2,1,11.2232,2,2,0.5242,2,4,,,,-0.765,2,3,-1.6924,2,3,gültig
202012,"06200418",Landweg,0,"06",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,ungültig (EW unter 300)
202012,"06200419",Thermometersiedlung,4636,"06",7.18076,2,4,,,,14.51682,2,3,35.79278,2,4,0.45104,2,4,,,,-2.78549,1,1,-8.5186,1,1,gültig
202012,"06200420",Lichterfelde Süd,7055,"06",4.47164,2,3,,,,8.92984,2,2,20.92772,2,3,0.68176,2,4,,,,-1.58735,2,2,-3.82476,2,2,gültig
202012,"06200421",Königsberger Straße,8349,"06",3.38115,2,2,,,,6.4918,2,2,16.79688,2,2,0.85874,2,4,,,,0.18897,2,4,0.27947,2,4,gültig
202012,"06200422",Oberhofer Platz,7062,"06",2.35682,2,2,,,,3.97904,2,1,10.5673,2,2,0.74168,2,4,,,,-0.24926,2,3,1.0487,2,4,gültig
202012,"06200423",Schütte-Lanz-Straße,8627,"06",3.01084,2,2,,,,7.09401,2,2,19.78477,2,2,0.44879,2,4,,,,-0.06634,2,3,0.02532,2,4,gültig
202012,"06300524",Berlepschstraße,5670,"06",2.43828,2,2,,,,4.14462,2,1,10.02907,2,2,0.97843,2,4,,,,-0.69184,2,3,-1.76718,2,3,gültig
202012,"06300525",Zehlendorf Süd,5616,"06",4.11534,2,3,,,,8.67165,2,2,19.54023,2,2,0.91579,2,4,,,,0.0369,2,4,0.38818,2,4,gültig
202012,"06300526",Zehlendorf Mitte,3311,"06",2.30947,2,2,,,,5.01359,2,2,9.78723,2,1,0.67877,2,4,,,,-0.17651,2,3,2.15514,2,5,gültig
202012,"06300527",Sundgauer Straße,8385,"06",2.49476,2,2,,,,5.19976,2,2,9.684,2,1,0.86173,2,4,,,,0.12848,2,4,-0.17226,2,3,gültig
202012,"06300528",Teltower Damm,11050,"06",2.29885,2,2,,,,2.25339,1,1,4.57064,1,1,0.99624,2,4,,,,-0.31396,2,3,-0.36763,2,3,gültig
202012,"06300629",Botanischer Garten,7088,"06",3.23702,2,2,,,,4.54289,2,1,8.55346,2,1,1.12511,2,5,,,,-0.78913,2,3,-1.18212,2,3,gültig
202012,"06300630",Hindenburgdamm,5612,"06",4.83696,2,3,,,,8.76693,2,2,21.73913,2,3,1.39258,2,5,,,,0.89665,3,4,5.82273,3,6,gültig
202012,"06300631",Goerzwerke,3152,"06",1.86788,1,1,,,,3.96574,2,1,8.99183,2,1,0.17456,2,4,,,,-0.62053,2,3,-2.80442,2,2,gültig
202012,"06300632",Schweizer Viertel,13747,"06",2.34884,2,2,,,,2.95337,1,1,4.23768,1,1,0.71393,2,4,,,,-0.66118,2,3,-1.82701,2,3,gültig
202012,"06300633",Augustaplatz,12046,"06",3.34966,2,2,,,,4.82318,2,1,11.65414,2,2,0.83312,2,4,,,,-0.51758,2,3,-0.15641,2,3,gültig
202012,"06300634",Lichterfelde West,8511,"06",1.54743,1,1,,,,2.89038,1,1,5.28053,1,1,0.40412,2,4,,,,0.07928,2,4,0.74244,2,4,gültig
202012,"06400735",Wannsee,10126,"06",1.39421,1,1,,,,2.26151,1,1,3.98323,1,1,0.20271,2,4,,,,-0.25655,2,3,-0.78187,2,3,gültig
202012,"06400736",Düppel,5234,"06",1.50968,1,1,,,,4.33703,2,1,6.46388,1,1,0.47656,2,4,,,,-0.00369,2,3,0.53971,2,4,gültig
202012,"06400737",Nikolassee,11498,"06",1.46976,1,1,,,,2.89616,1,1,3.97805,1,1,0.26816,2,4,,,,0.61039,3,4,-0.07789,2,3,gültig
202012,"06400838",Krumme Lanke,7511,"06",0.95808,1,1,,,,1.53109,1,1,1.78197,1,1,0.13532,1,4,,,,-0.08542,2,3,-0.08138,2,3,gültig
202012,"06400839",Fischerhüttenstraße,5278,"06",1.49701,1,1,,,,3.31565,1,1,5.47753,1,1,0.25233,2,4,,,,0.49058,2,4,1.10435,2,4,gültig
202012,"06400840",Fischtal,7266,"06",1.43698,1,1,,,,2.75255,1,1,4.16667,1,1,0.2288,2,4,,,,-0.29681,2,3,-0.77425,2,3,gültig
202012,"06400841",Zehlendorf Eiche,5958,"06",2.27964,2,2,,,,3.96106,2,1,7.64075,1,1,0.21778,2,4,,,,-0.07133,2,3,1.03698,2,4,gültig
202012,"06400842",Hüttenweg,4810,"06",0.7838,1,1,,,,2.09979,1,1,3.75134,1,1,0.19091,2,4,,,,0.12808,2,4,0.63306,2,4,gültig
202012,"06400843",Thielallee,4902,"06",0.70258,1,1,,,,1.40759,1,1,0.91185,1,1,0.33834,2,4,,,,0.12733,2,4,-0.62446,2,3,gültig
202012,"06400844",Dahlem,7204,"06",1.09576,1,1,,,,2.01277,1,1,4.39673,1,1,0.09233,1,4,,,,0.20716,2,4,0.38025,2,4,gültig
202012,"07100101",Wittenbergplatz,9808,"07",4.74607,2,3,,,,11.04201,2,3,21.19565,2,3,1.01626,2,5,,,,-0.34621,2,3,0.48368,2,4,gültig
202012,"07100102",Kalckreuthstraße,8675,"07",6.65911,2,4,,,,16.87608,2,4,39.3586,2,4,1.93235,2,5,,,,-1.64537,2,2,-2.4209,2,2,gültig
202012,"07100103",Frobenstraße,7712,"07",7.58412,2,4,,,,21.90093,4,5,45.05051,3,5,1.97089,2,5,,,,-1.26277,2,2,-2.13396,2,2,gültig
202012,"07100204",Barbarossaplatz,10468,"07",3.23443,2,2,,,,8.19641,2,2,15.58966,2,2,0.89563,2,4,,,,-0.34602,2,3,0.45022,2,4,gültig
202012,"07100205",Alvenslebenstraße,5257,"07",9.57762,4,5,,,,23.79684,4,5,45.16129,3,5,2.72631,3,6,,,,-2.68363,1,1,-7.79501,1,1,gültig
202012,"07100206",Großgörschenstraße,8223,"07",5.26064,2,3,,,,14.8486,2,3,24.33759,2,3,0.0051,1,4,,,,-1.41993,2,2,-3.90448,2,2,gültig
202012,"07200307",Bayerischer Platz,10578,"07",3.62491,2,2,,,,7.55341,2,2,13.59307,2,2,1.22666,2,5,,,,-0.46154,2,3,0.34111,2,4,gültig
202012,"07200308",Volkspark (Rudolph-Wilde-Park),10501,"07",5.73172,2,3,,,,12.57023,2,3,28.75912,2,3,1.64846,2,5,,,,0.61097,3,4,3.71847,3,5,gültig
202012,"07200409",Belziger Straße,9460,"07",3.10657,2,2,,,,9.33404,2,2,12.32014,2,2,0.21254,2,4,,,,-0.45051,2,3,-2.76915,2,2,gültig
202012,"07200410",Feurigstraße,5565,"07",7.99104,3,4,,,,19.3531,3,4,43.52201,3,5,2.7919,3,6,,,,-0.81187,2,3,0.60964,2,4,gültig
202012,"07200411",Julius-Leber-Brücke,2786,"07",4.31925,2,3,,,,11.77315,2,3,15.80645,2,2,0.96417,2,4,,,,-1.10617,2,2,-1.50124,2,3,gültig
202012,"07200412",Schöneberger Linse,1094,"07",3.26577,2,2,,,,12.88848,2,3,33.33333,2,4,-1.37191,1,2,,,,-2.32891,2,1,-23.11828,1,1,gültig
202012,"07200413",Cheruskerstraße,7886,"07",3.40946,2,2,,,,8.86381,2,2,14.00209,2,2,0.89113,2,4,,,,-0.13269,2,3,0.0041,2,4,gültig
202012,"07200414",Hohenfriedbergstraße,3736,"07",3.45188,2,2,,,,9.71627,2,2,13.70143,2,2,0.93029,2,4,,,,-0.22478,2,3,-3.49602,2,2,gültig
