blknr,PLR_ID,PLR_NAME,electricity_mwh_2022,electricity_mwh_2021,electricity_mwh_2020,district_heating_mwh_2022,district_heating_mwh_2021,district_heating_mwh_2020,gas_mwh_2022,gas_mwh_2021,gas_mwh_2020
029311,05100316,Carl-Schurz-Straße,297.938,,,,,,,,
029312,05100316,Carl-Schurz-Straße,201.978,191.861,199.445,,,,588.536,548.892,432.046
029313,05100316,Carl-Schurz-Straße,1020.904,955.719,997.156,,,,1562.111,1655.67,1465.742
029314,05100316,Carl-Schurz-Straße,,,,,,,,,
029317,05100316,Carl-Schurz-Straße,210.935,261.82,261.95,,,,716.393,699.798,835.77
029318,05100316,Carl-Schurz-Straße,185.437,228.2,207.735,,,,780.203,852.72,852.992
029319,05100316,Carl-Schurz-Straße,34.816,39.332,34.659,,,,,,
029502,05100316,Carl-Schurz-Straße,,,,,,,,,
029504,05100316,Carl-Schurz-Straße,,,,,,,,,
029505,05100316,Carl-Schurz-Straße,,,,,,,,,
029601,05100316,Carl-Schurz-Straße,705.897,839.759,843.598,,,,223.383,200.489,166.976
029602,05100316,Carl-Schurz-Straße,93.709,86.016,62.374,,,,,,
029603,05100316,Carl-Schurz-Straße,89.136,69.585,70.487,,,,391.325,480.655,385.167
029604,05100316,Carl-Schurz-Straße,1201.627,1223.669,1215.208,2705.543,3116.993,2693.641,1886.915,2163.031,1876.413
029605,05100316,Carl-Schurz-Straße,1439.986,1541.668,1519.8,5501.308,6641.394,5546.249,1933.382,2210.301,2087.402
029606,05100316,Carl-Schurz-Straße,1058.746,1076.4,1111.433,3489.691,3930.955,3458.5,1789.814,2033.713,1903.596
029626,05100316,Carl-Schurz-Straße,926.507,917.332,839.146,,,,481.634,477.264,481.94
029630,05100316,Carl-Schurz-Straße,,,,,,,,,
029633,05100316,Carl-Schurz-Straße,523.132,553.575,605.114,,,,2183.247,2217.014,2368.622
029664,05100316,Carl-Schurz-Straße,,,,562.207,,,,1266.411,1396.459
029665,05100316,Carl-Schurz-Straße,,,,,,,,,
029666,05100316,Carl-Schurz-Straße,279.087,294.238,277.482,,,,1079.138,1219.463,1264.764
029741,05100316,Carl-Schurz-Straße,1579.094,1616.028,1626.934,5534.87,6430.937,5764.693,682.35,716.36,684.166
029755,05100316,Carl-Schurz-Straße,355.627,428.473,373.531,,,,,,
029757,05100316,Carl-Schurz-Straße,651.953,635.843,636.868,1938.15,2235.689,1830.507,675.463,622.632,652.861
029758,05100316,Carl-Schurz-Straße,1010.753,1048.998,1051.378,,,,3612.547,4225.268,3845.386
029802,05100316,Carl-Schurz-Straße,,,,,,,,,
029803,05100316,Carl-Schurz-Straße,,,,,,,,,
029804,05100316,Carl-Schurz-Straße,,,,,,,,,
029805,05100316,Carl-Schurz-Straße,,,,,,,,,
029806,05100316,Carl-Schurz-Straße,,,,,,,,,
029807,05100316,Carl-Schurz-Straße,,,,,,,,,
029879,05100316,Carl-Schurz-Straße,,,,,,,,,
029880,05100316,Carl-Schurz-Straße,,,,,,,,,
029114,05100312,Eckschanze,,,,,,,,,
029145,05100312,Eckschanze,814.328,819.767,834.31,,,,1456.075,1825.839,1591.835
029146,05100312,Eckschanze,454.348,486.634,556.283,,,,2319.373,2484.495,2654.296
029147,05100312,Eckschanze,421.239,384.464,357.127,,,,867.947,968.112,845.898
029148,05100312,Eckschanze,214.444,231.56,219.815,,,,,,
029149,05100312,Eckschanze,212.975,222.745,221.833,,,,,,
029150,05100312,Eckschanze,729.277,797.603,770.946,,,,786.684,930.455,937.11
029151,05100312,Eckschanze,258.866,274.555,272.719,,,,1494.724,1804.515,1319.564
029152,05100312,Eckschanze,298.722,321.466,313.451,,,,1413.63,1711.537,1465.958
029153,05100312,Eckschanze,1064.152,650.384,638.703,,,,2521.623,2755.215,2183.773
029160,05100312,Eckschanze,73.042,71.155,72.249,,,,802.494,782.834,795.202
029161,05100312,Eckschanze,,,,,,,,,
029162,05100312,Eckschanze,488.004,518.805,528.787,,,,1144.663,1369.279,1249.417
029735,05100312,Eckschanze,752.604,643.595,622.276,,,,1812.732,2055.53,1677.519
029144,05100315,Ackerstraße,327.993,363.43,375.872,,,,,,
029166,05100315,Ackerstraße,654.644,627.436,649.966,,,,914.128,1054.319,1008.03
029167,05100315,Ackerstraße,734.359,852.758,750.626,,,,2056.359,2414.474,2058.218
029168,05100315,Ackerstraße,445.882,476.898,479.781,,,,668.891,282.831,80.385
029169,05100315,Ackerstraße,987.748,1066.909,1028.384,,,,2387.705,2551.329,2409.904
029170,05100315,Ackerstraße,707.511,851.95,847.322,,,,1977.98,2301.551,2041.062
029181,05100315,Ackerstraße,854.87,864.856,841.704,,,,1953.34,2019.2,1902.413
029182,05100315,Ackerstraße,371.097,343.967,326.734,,,,1063.934,1246.966,1036.431
029183,05100315,Ackerstraße,324.475,346.53,338.412,,,,1095.391,1183.912,1040.381
029184,05100315,Ackerstraße,731.428,725.906,846.666,,,,1947.133,2241.701,2042.29
029185,05100315,Ackerstraße,997.211,1051.712,1001.659,,,,2042.245,2323.377,1863.899
029191,05100315,Ackerstraße,,,,,,,,,
029248,05100315,Ackerstraße,1064.046,1126.73,1030.251,,,,1676.804,2029.45,1796.477
029249,05100315,Ackerstraße,742.262,783.545,780.485,,,,2438.61,2540.1,2182.366
029501,05100315,Ackerstraße,,,,,,,,,
029624,05100315,Ackerstraße,693.827,627.63,609.328,1797.206,1729.732,1295.0,468.682,561.717,498.334
029625,05100315,Ackerstraße,1096.775,966.702,1028.099,,,,2990.405,3363.265,2940.555
029627,05100315,Ackerstraße,284.108,308.274,303.114,,,,383.431,496.065,402.391
029628,05100315,Ackerstraße,439.572,470.102,512.885,,,,1366.346,1657.399,1442.258
029871,05300736,Zitadellenweg,,,,,,,,,
030803,05300736,Zitadellenweg,,,,,,,,,
033002,05300736,Zitadellenweg,,,,,,,,,
033013,05300736,Zitadellenweg,,,,,,,,,
033014,05300736,Zitadellenweg,,,,,,,,,
033024,05300736,Zitadellenweg,2375.613,1983.79,2232.461,,,,2246.555,2511.999,2431.694
033027,05300736,Zitadellenweg,1156.598,1237.913,1077.229,,,,,,
033503,05300736,Zitadellenweg,,,,,,,,,
033600,05300736,Zitadellenweg,,,,,,,,,
033602,05300736,Zitadellenweg,340.796,452.147,415.992,,,,,,
033603,05300736,Zitadellenweg,511.9,536.3,502.484,,,,1437.05,1726.73,1465.737
033605,05300736,Zitadellenweg,75610.459,63915.468,53480.727,,,,3323.604,3389.063,2803.233
033606,05300736,Zitadellenweg,479.546,,,,,,3224.246,3474.74,3098.968
033607,05300736,Zitadellenweg,120.758,,,,,,,498.004,566.761
033608,05300736,Zitadellenweg,596.663,621.305,597.83,,,,,,
033609,05300736,Zitadellenweg,345.133,330.75,313.428,,,,,11345.282,
033610,05300736,Zitadellenweg,521.409,541.17,520.876,,,,,,
033611,05300736,Zitadellenweg,,,,,,,,,
033612,05300736,Zitadellenweg,563.276,575.336,561.886,,,,,,
033613,05300736,Zitadellenweg,396.765,395.326,395.41,,,,,,
033614,05300736,Zitadellenweg,4774.035,5127.783,5568.074,,,,7305.837,7574.916,6857.487
033615,05300736,Zitadellenweg,69850.624,67846.44,66812.893,,,,77184.235,78825.601,28437.621
033616,05300736,Zitadellenweg,206.655,,,,,,,546.677,444.633
033617,05300736,Zitadellenweg,731.059,741.397,701.201,,,,,,
033636,05300736,Zitadellenweg,827.974,921.488,1018.971,,,,,,
033801,05300736,Zitadellenweg,,,,,,,,,
033802,05300736,Zitadellenweg,,,,,,,,,
033854,05300736,Zitadellenweg,,,,,,,,,
033855,05300736,Zitadellenweg,,,,,,,,,
033868,05300736,Zitadellenweg,,,,,,,,,
033874,05300736,Zitadellenweg,,,,,,,,,
033875,05300736,Zitadellenweg,,,,,,,,,
030001,05200632,Tiefwerder,382.63,403.676,365.777,,,,,585.622,657.5
030393,05200632,Tiefwerder,,,,,,,,,
030444,05200632,Tiefwerder,1646.889,1533.255,1454.818,,,,,,
030445,05200632,Tiefwerder,407.518,432.784,400.136,,,,1538.546,1634.506,1467.375
030446,05200632,Tiefwerder,364.743,382.674,379.347,,,,1180.658,1411.776,1292.193
030800,05200632,Tiefwerder,,,,,,,,,
030883,05200632,Tiefwerder,,,,,,,,,
031882,05200632,Tiefwerder,,,,,,,,,
032394,05200632,Tiefwerder,581.144,605.729,567.415,1347.083,1477.883,1430.939,332.48,388.577,549.939
032447,05200632,Tiefwerder,6515.14,6006.512,6926.9,,,,1460.292,1580.174,1664.861
032677,05200632,Tiefwerder,1710.021,1764.753,1803.349,,,,,,
032678,05200632,Tiefwerder,745.048,767.86,764.147,,,,2416.077,2836.388,1422.461
032679,05200632,Tiefwerder,471.22,469.785,446.508,977.053,1138.024,1012.59,877.04,1040.971,824.243
032876,05200632,Tiefwerder,,,,,,,,,
032877,05200632,Tiefwerder,,,,,,,,,
030002,05100317,Freiheit,,,,,,,,,
030003,05100317,Freiheit,,,,,,,,,
030004,05100317,Freiheit,,,,,,,,,
030005,05100317,Freiheit,228.34,256.915,223.011,,,,,,
030006,05100317,Freiheit,,,,,,,,,
030007,05100317,Freiheit,,,,,,,,,
030008,05100317,Freiheit,1016.662,2076.228,1845.412,,,,3883.574,5272.702,4103.938
030009,05100317,Freiheit,,,,,,,,,
030320,05100317,Freiheit,,,,,,,,,
030321,05100317,Freiheit,286.855,299.981,288.421,,,,266.325,283.301,265.885
030322,05100317,Freiheit,663.713,647.038,649.669,,,,1027.042,1249.67,1027.942
030323,05100317,Freiheit,503.855,519.617,506.001,,,,860.639,917.117,980.987
030324,05100317,Freiheit,,,,,,,,,
030326,05100317,Freiheit,20.937,,,,,,,,
030353,05100317,Freiheit,,,,,,,,,
030355,05100317,Freiheit,398.246,425.563,417.533,,,,1559.164,1876.919,1614.313
030357,05100317,Freiheit,654.641,679.131,699.948,1675.959,1937.591,1389.514,419.665,477.668,384.667
030366,05100317,Freiheit,97.966,105.004,103.393,,,,,,
030636,05100317,Freiheit,734.943,793.624,811.592,,,,3104.577,3583.387,3093.511
030668,05100317,Freiheit,,,,,,,,,
030669,05100317,Freiheit,1830.345,1871.162,1938.323,,,,1901.556,2123.129,1395.001
030691,05100317,Freiheit,,,,,,,,,
030692,05100317,Freiheit,1251.132,1256.275,1217.431,,,,1004.897,1222.209,1163.602
030737,05100317,Freiheit,105.979,,,,,,,,
030752,05100317,Freiheit,,,,,,,,,
030753,05100317,Freiheit,51208.768,52194.475,50878.339,,,,31733.836,31645.517,31974.378
030754,05100317,Freiheit,,,,,,,,,
030801,05100317,Freiheit,,,,,,,,,
030802,05100317,Freiheit,,,,,,,,,
030900,05100317,Freiheit,,,,,,,,,
030903,05100317,Freiheit,,,,,,,,,
030904,05100317,Freiheit,,,,,,,,,
030905,05100317,Freiheit,,,,,,,,,
030906,05100317,Freiheit,,,,,,,,,
030907,05100317,Freiheit,,,,,,,,,
030921,05100317,Freiheit,,,,,,,,,
032358,05100317,Freiheit,192.874,207.977,187.201,,,,3769.312,2793.99,1809.673
032359,05100317,Freiheit,593.558,609.696,575.258,,,,2107.545,2484.017,2192.522
031002,05200420,Staakener Straße,,,,,,,,,
031330,05200420,Staakener Straße,8777.676,15172.203,15123.961,,,,14770.709,17957.034,16936.493
031335,05200420,Staakener Straße,25.854,,,,,,,,
031336,05200420,Staakener Straße,126.592,122.377,122.753,,,,143.924,157.001,125.664
031337,05200420,Staakener Straße,132.198,156.273,156.778,,,,,114.25,127.237
031338,05200420,Staakener Straße,9900.787,9816.86,10589.91,,,,7978.376,10267.586,7456.69
031339,05200420,Staakener Straße,1049.269,1140.217,1197.324,,,,1380.296,1762.348,1218.623
031342,05200420,Staakener Straße,,,,,,,,,
031343,05200420,Staakener Straße,12123.518,12158.443,12973.033,,,,10599.827,11961.156,10542.614
031601,05200420,Staakener Straße,1007.023,999.626,991.805,,,,,,
031602,05200420,Staakener Straße,,,,,,,,,
031900,05200420,Staakener Straße,,,,,,,,,
031911,05200420,Staakener Straße,,,,,,,,,
031922,05200420,Staakener Straße,,,,,,,,,
032371,05200420,Staakener Straße,238.489,240.633,237.412,,,,636.0,687.702,577.241
032372,05200420,Staakener Straße,748.599,780.847,766.756,,,,2597.31,2616.821,1028.611
032373,05200420,Staakener Straße,166.918,182.53,177.703,,,,581.79,691.335,600.581
032374,05200420,Staakener Straße,134.296,118.677,123.022,,,,376.205,419.907,337.26
032375,05200420,Staakener Straße,426.205,417.759,438.409,,,,1289.158,1542.02,1341.92
032376,05200420,Staakener Straße,306.369,334.227,331.816,,,,799.313,956.965,888.806
032600,05200420,Staakener Straße,49.984,58.507,54.36,,,,,,
032601,05200420,Staakener Straße,218.104,225.693,214.603,,,,393.016,438.82,399.299
032686,05200420,Staakener Straße,260.735,276.064,293.319,,,,,,
032716,05200420,Staakener Straße,244.664,278.504,269.555,,,,475.249,511.751,418.16
032717,05200420,Staakener Straße,215.798,232.488,228.823,,,,508.605,595.977,478.271
032718,05200420,Staakener Straße,67.87,72.783,75.362,,,,,,
032719,05200420,Staakener Straße,119.75,134.35,128.151,,,,174.657,223.773,188.999
032720,05200420,Staakener Straße,508.585,515.479,497.172,,,,156.15,137.642,108.194
032786,05200420,Staakener Straße,,,,,,,,,
037001,05200420,Staakener Straße,,,,,,,,,
037115,05200420,Staakener Straße,269.383,234.232,222.312,,,,377.374,447.459,395.232
037116,05200420,Staakener Straße,139.535,146.759,147.577,,,,219.415,237.538,208.44
037117,05200420,Staakener Straße,225.231,243.689,258.971,,,,495.438,552.421,466.709
037118,05200420,Staakener Straße,181.288,185.942,175.978,,,,546.909,639.722,512.621
037119,05200420,Staakener Straße,209.062,233.933,225.03,,,,487.659,590.927,509.399
037124,05200420,Staakener Straße,88.951,85.693,86.654,,,,259.005,291.876,211.116
037127,05200420,Staakener Straße,67.057,69.584,64.848,,,,258.568,293.768,265.113
037128,05200420,Staakener Straße,82.842,88.616,89.081,,,,283.03,346.114,289.15
037129,05200420,Staakener Straße,119.352,103.194,97.685,,,,334.744,406.455,326.022
037130,05200420,Staakener Straße,114.521,144.565,146.451,,,,426.382,499.484,414.672
037131,05200420,Staakener Straße,95.006,94.364,93.056,,,,102.948,96.875,77.904
037132,05200420,Staakener Straße,196.414,215.164,227.953,,,,316.309,322.263,347.634
037133,05200420,Staakener Straße,105.295,120.621,116.849,,,,114.39,154.559,134.856
037134,05200420,Staakener Straße,78.605,74.398,64.313,,,,,,
037135,05200420,Staakener Straße,753.87,734.741,777.438,,,,599.963,674.529,617.179
037136,05200420,Staakener Straße,360.637,397.459,389.67,,,,892.063,1017.532,855.611
037137,05200420,Staakener Straße,47.455,44.527,46.735,,,,,,
037138,05200420,Staakener Straße,42.55,44.232,45.107,,,,,,
037144,05200420,Staakener Straße,430.503,442.571,430.502,,,,516.268,620.485,510.62
037145,05200420,Staakener Straße,116.212,120.78,126.129,,,,242.235,302.389,257.549
037146,05200420,Staakener Straße,72.336,79.285,75.362,,,,91.919,61.392,19.478
037147,05200420,Staakener Straße,83.057,92.2,82.238,,,,,,
037148,05200420,Staakener Straße,93.258,100.799,87.372,,,,117.43,139.054,123.24
037149,05200420,Staakener Straße,107.405,127.655,120.493,,,,,,
037150,05200420,Staakener Straße,267.404,278.313,423.932,,,,448.845,561.193,436.502
037151,05200420,Staakener Straße,102.898,122.018,124.308,,,,169.729,205.922,137.845
037152,05200420,Staakener Straße,106.405,103.945,101.541,,,,181.496,213.287,165.779
037153,05200420,Staakener Straße,86.47,98.209,92.979,,,,181.987,194.56,159.373
037154,05200420,Staakener Straße,65.642,70.588,68.554,,,,121.489,112.031,80.189
037155,05200420,Staakener Straße,99.163,105.072,97.486,,,,189.106,226.412,176.91
037156,05200420,Staakener Straße,191.644,155.602,147.038,,,,286.191,343.244,299.421
037157,05200420,Staakener Straße,110.842,106.908,103.98,,,,176.552,228.643,189.425
037158,05200420,Staakener Straße,127.514,135.375,135.06,,,,192.659,226.724,194.388
037159,05200420,Staakener Straße,28.81,30.982,30.929,,,,,,
037616,05200420,Staakener Straße,115.638,127.105,116.685,,,,,,
037617,05200420,Staakener Straße,66.777,76.043,72.832,,,,,,
037618,05200420,Staakener Straße,94.266,108.068,100.844,,,,,,
037619,05200420,Staakener Straße,41.051,41.733,39.522,,,,,,
037620,05200420,Staakener Straße,61.901,67.724,65.071,,,,,,
037621,05200420,Staakener Straße,61.661,64.273,62.539,,,,,,
037622,05200420,Staakener Straße,21.033,44.029,47.659,,,,,,
037650,05200420,Staakener Straße,185.012,171.365,177.314,,,,,,
037651,05200420,Staakener Straße,,,,,,,,,
037677,05200420,Staakener Straße,,,,,,,,,
037678,05200420,Staakener Straße,,27.644,,,,,,,
037903,05200420,Staakener Straße,,,,,,,,,
037909,05200420,Staakener Straße,,,,,,,,,
037912,05200420,Staakener Straße,,,,,,,,,
037913,05200420,Staakener Straße,,,,,,,,,
031332,05200629,Borkumer Straße,640.122,639.111,639.693,,,,1351.553,1582.015,1249.96
031333,05200629,Borkumer Straße,41.307,36.266,29.533,,,,45.454,53.373,46.116
031340,05200629,Borkumer Straße,858.017,876.401,884.292,,,,1644.409,1749.77,1614.803
031345,05200629,Borkumer Straße,1589.956,1485.306,1401.558,,,,,1897.912,1637.977
031346,05200629,Borkumer Straße,304.283,322.429,317.632,,,,928.767,1166.469,950.593
031347,05200629,Borkumer Straße,1209.431,1024.539,1059.414,,,,3049.407,3337.564,2792.425
031348,05200629,Borkumer Straße,144.021,147.283,142.901,,,,,,
031349,05200629,Borkumer Straße,620.547,660.344,671.047,,,,1314.152,1573.663,1474.881
031351,05200629,Borkumer Straße,554.353,571.448,585.506,,,,1312.443,1526.473,1341.084
031603,05200629,Borkumer Straße,2074.264,,,748.668,895.096,,,,
031604,05200629,Borkumer Straße,9865.118,9136.408,9995.198,,,,,1123.142,1361.265
031634,05200629,Borkumer Straße,,,,,,,,,
031670,05200629,Borkumer Straße,2726.478,2375.548,2180.58,780.151,928.214,298.65,3390.751,2967.647,1902.992
031671,05200629,Borkumer Straße,1212.683,1318.75,1269.607,3375.572,3945.179,3439.267,,,
031672,05200629,Borkumer Straße,402.475,429.884,425.196,,,,,,
031674,05200629,Borkumer Straße,1181.74,1151.406,1219.799,1311.54,1496.265,1358.951,,1141.915,1485.245
031675,05200629,Borkumer Straße,444.457,395.784,432.915,,,,,,
031722,05200629,Borkumer Straße,1474.705,1435.27,1463.639,,,,3148.744,3904.406,3303.49
031760,05200629,Borkumer Straße,207.264,232.803,251.432,,,,556.76,570.966,525.737
031761,05200629,Borkumer Straße,1472.084,1247.622,1840.742,,,,3485.774,4209.312,3632.354
031782,05200629,Borkumer Straße,639.773,666.892,650.518,,,,2151.076,2576.17,2376.169
031783,05200629,Borkumer Straße,1349.91,1369.359,1236.904,529.675,571.513,,472.284,489.419,371.618
031881,05200629,Borkumer Straße,,,,,,,,,
031901,05200629,Borkumer Straße,,,,,,,,,
031902,05200629,Borkumer Straße,263.943,,,,,,,,
031905,05200629,Borkumer Straße,,,,,,,,,
031907,05200629,Borkumer Straße,,,,,,,,,
032618,05200629,Borkumer Straße,1532.429,1954.124,1721.335,,,,2472.368,2965.046,938.667
032721,05200629,Borkumer Straße,2798.137,2836.925,2933.828,,,,5135.821,6256.649,4557.966
032723,05200629,Borkumer Straße,840.247,899.2,895.934,,,,836.947,982.092,841.585
032001,05200630,Wilhelmstadt West,12.012,11.788,12.368,,,,,,
032002,05200630,Wilhelmstadt West,379.312,402.707,408.037,3874.283,3928.505,3173.333,,2416.277,1543.93
032378,05200630,Wilhelmstadt West,349.419,367.234,363.883,,,,,799.441,656.449
032383,05200630,Wilhelmstadt West,1527.967,1553.618,1553.828,534.95,665.124,530.572,4085.119,4398.28,3997.784
032384,05200630,Wilhelmstadt West,448.903,465.588,518.119,776.355,901.029,751.058,668.591,753.497,726.131
032385,05200630,Wilhelmstadt West,398.322,429.361,426.687,,,,922.663,1021.292,902.814
032386,05200630,Wilhelmstadt West,258.598,266.362,273.362,,,,511.833,593.088,512.971
032387,05200630,Wilhelmstadt West,413.649,435.704,443.948,,,,1650.802,1863.438,1692.787
032388,05200630,Wilhelmstadt West,215.735,250.08,273.903,394.06,403.651,388.461,840.366,973.156,833.754
032389,05200630,Wilhelmstadt West,175.823,171.218,180.078,,,,632.31,700.91,648.234
032397,05200630,Wilhelmstadt West,321.093,340.922,337.179,,,,947.769,1164.398,1008.63
032398,05200630,Wilhelmstadt West,382.205,419.324,417.993,,,,454.985,568.942,499.985
032401,05200630,Wilhelmstadt West,160.067,161.81,159.38,,,,,,
032402,05200630,Wilhelmstadt West,390.659,413.717,385.514,,,,,,
032403,05200630,Wilhelmstadt West,282.039,307.411,312.896,,,,998.76,1124.279,968.652
032404,05200630,Wilhelmstadt West,381.686,418.765,408.659,,,,1459.183,1697.816,1471.777
032411,05200630,Wilhelmstadt West,318.808,327.628,379.395,,,,1111.643,1319.999,1182.446
032412,05200630,Wilhelmstadt West,456.508,561.423,473.69,,,,1303.302,1480.813,1277.545
032425,05200630,Wilhelmstadt West,203.866,215.271,227.387,,,,1201.617,1640.836,1477.11
032426,05200630,Wilhelmstadt West,379.602,396.765,461.15,,,,1028.947,1423.277,1167.253
032427,05200630,Wilhelmstadt West,,,,,,,,,
032428,05200630,Wilhelmstadt West,469.434,488.554,451.776,,,,947.115,1121.276,994.193
032429,05200630,Wilhelmstadt West,300.325,331.651,317.076,,,,1114.409,1286.365,1189.793
032430,05200630,Wilhelmstadt West,292.836,322.9,318.525,,,,,,
032431,05200630,Wilhelmstadt West,614.105,620.084,606.35,,,,,,
032434,05200630,Wilhelmstadt West,297.117,329.799,334.453,,,,416.866,506.009,451.614
032435,05200630,Wilhelmstadt West,348.621,376.412,365.04,,,,255.096,260.829,265.305
032436,05200630,Wilhelmstadt West,441.132,467.096,482.262,,,,1048.636,1204.562,1055.173
032440,05200630,Wilhelmstadt West,922.364,962.676,941.173,,,,3016.624,3198.301,2753.932
032501,05200630,Wilhelmstadt West,,,,,,,,,
032611,05200630,Wilhelmstadt West,621.227,647.017,668.622,1280.426,1502.765,1355.424,627.773,715.013,728.159
032638,05200630,Wilhelmstadt West,874.676,917.948,896.383,,,,2608.344,3091.396,2782.19
032639,05200630,Wilhelmstadt West,343.361,351.771,361.634,,,,941.773,1106.477,927.861
032724,05200630,Wilhelmstadt West,1834.593,1716.352,1731.753,2493.308,2692.583,2256.418,1279.987,1473.314,1212.606
032750,05200630,Wilhelmstadt West,1809.787,2053.609,1894.175,,,,3460.565,4101.245,3557.509
032381,05200631,Wilhelmstadt Ost,304.595,299.367,282.686,,,,334.724,331.658,312.02
032382,05200631,Wilhelmstadt Ost,415.689,380.839,424.458,,,,1142.743,1395.999,1251.369
032390,05200631,Wilhelmstadt Ost,2199.903,2363.421,2382.987,1009.712,1009.267,901.317,3501.68,4066.456,3335.067
032399,05200631,Wilhelmstadt Ost,840.212,867.719,890.453,551.145,512.533,524.953,1823.322,2304.103,2045.194
032400,05200631,Wilhelmstadt Ost,326.584,364.784,363.109,,,,939.595,1102.631,997.944
032407,05200631,Wilhelmstadt Ost,954.527,936.987,1039.392,,,,2648.782,2981.09,2668.816
032408,05200631,Wilhelmstadt Ost,403.609,424.874,419.99,,,,1113.436,1232.511,1153.206
032413,05200631,Wilhelmstadt Ost,578.835,612.55,599.332,,,,1927.688,2252.187,2010.126
032414,05200631,Wilhelmstadt Ost,475.921,515.935,509.306,2729.14,2937.741,2791.017,270.282,293.007,307.81
032415,05200631,Wilhelmstadt Ost,77.132,,,,,,,,
032432,05200631,Wilhelmstadt Ost,1589.068,1651.615,1697.454,,,,3255.703,4218.066,4197.685
032437,05200631,Wilhelmstadt Ost,1130.279,1237.238,1176.917,,,,4311.312,5379.853,5114.988
032438,05200631,Wilhelmstadt Ost,407.383,415.77,387.836,,,,969.779,1167.676,938.27
032441,05200631,Wilhelmstadt Ost,218.023,230.911,234.842,,,,1087.119,1343.497,1114.949
032442,05200631,Wilhelmstadt Ost,321.394,336.943,324.227,,,,1334.129,1437.261,1310.108
032502,05200631,Wilhelmstadt Ost,,,,,,,,,
032410,05200633,Graetschelsteig,,,,,,,,,
032503,05200633,Graetschelsteig,,,,,,,,,
032504,05200633,Graetschelsteig,,,,,,,,,
032505,05200633,Graetschelsteig,,,,,,,,,
032680,05200633,Graetschelsteig,,,,,,,,136.142,116.196
032681,05200633,Graetschelsteig,2431.077,1771.968,1854.85,4004.397,4803.833,4162.909,246.171,292.993,372.858
032682,05200633,Graetschelsteig,316.247,325.781,316.152,,,,899.403,1062.245,942.994
032689,05200633,Graetschelsteig,756.305,768.21,749.679,1716.283,,,,,
032690,05200633,Graetschelsteig,,,,,,,,,
032725,05200633,Graetschelsteig,864.761,854.101,959.561,2505.872,3074.259,2873.435,,,
032443,05200634,Börnicker Straße,419.918,506.297,348.356,,,,1258.314,1379.342,1166.532
032473,05200634,Börnicker Straße,806.078,864.298,810.899,,,,569.082,681.799,546.42
032474,05200634,Börnicker Straße,152.462,169.673,175.357,,,,853.491,1017.316,877.469
032475,05200634,Börnicker Straße,,,,,,,,,
032477,05200634,Börnicker Straße,270.906,277.189,311.658,,,,532.014,579.921,525.026
032478,05200634,Börnicker Straße,124.335,131.435,131.123,,,,247.463,278.592,263.808
032479,05200634,Börnicker Straße,87.944,99.812,94.456,,,,371.41,484.096,433.579
032480,05200634,Börnicker Straße,96.775,108.92,96.614,,,,509.391,586.16,504.694
032481,05200634,Börnicker Straße,245.027,216.232,218.226,,,,684.52,794.063,620.984
032482,05200634,Börnicker Straße,367.433,336.694,341.118,,,,1856.599,2121.859,1763.714
032483,05200634,Börnicker Straße,376.385,405.396,410.054,,,,1261.938,1390.253,1249.713
032486,05200634,Börnicker Straße,579.362,697.534,549.343,,,,896.294,1173.994,956.986
032487,05200634,Börnicker Straße,176.359,198.487,213.726,,,,,120.436,152.791
032490,05200634,Börnicker Straße,285.549,297.754,310.49,,,,,,
032491,05200634,Börnicker Straße,63.267,76.779,76.274,,,,,229.544,207.416
032492,05200634,Börnicker Straße,716.075,709.243,693.99,,,,3798.558,4389.306,3799.468
032493,05200634,Börnicker Straße,42.728,46.654,45.974,,,,302.757,290.855,230.245
032494,05200634,Börnicker Straße,44.659,47.672,60.596,,,,253.086,286.188,285.901
032495,05200634,Börnicker Straße,372.192,386.17,363.622,,,,461.172,534.937,461.052
032496,05200634,Börnicker Straße,776.002,822.809,782.436,,,,1198.385,1338.644,1183.47
032497,05200634,Börnicker Straße,,,,,,,,,
032498,05200634,Börnicker Straße,404.649,358.799,406.964,,,,,172.401,144.644
032602,05200634,Börnicker Straße,31.361,41.258,28.404,,,,,,
032603,05200634,Börnicker Straße,273.441,199.692,166.601,,,,,264.481,229.617
032631,05200634,Börnicker Straße,184.639,194.299,188.979,,,,629.089,752.321,685.315
032632,05200634,Börnicker Straße,1115.41,1169.483,1131.776,,,,1284.37,1844.484,1319.487
032743,05200634,Börnicker Straße,218.681,215.96,214.973,,,,701.404,870.835,709.119
032744,05200634,Börnicker Straße,164.154,175.226,159.223,,,,713.028,756.327,657.431
032745,05200634,Börnicker Straße,108.98,115.702,131.174,,,,387.966,431.548,438.793
032746,05200634,Börnicker Straße,135.479,137.141,121.319,,,,265.119,315.321,282.643
032747,05200634,Börnicker Straße,317.313,375.523,350.394,,,,1230.891,1463.09,1037.485
032748,05200634,Börnicker Straße,169.955,186.117,180.2,,,,629.946,691.23,553.53
032749,05200634,Börnicker Straße,1430.424,1479.145,1471.808,,,,3008.47,3453.296,2528.772
032878,05200634,Börnicker Straße,,,,,,,,,
032884,05200634,Börnicker Straße,,,,,,,,,
032885,05200634,Börnicker Straße,,,,,,,,,
032886,05200634,Börnicker Straße,121.114,,115.622,,,,486.305,583.696,619.254
032887,05200634,Börnicker Straße,,,,,,,,,
