blknr,PLR_ID,PLR_NAME,electricity_mwh_2022,electricity_mwh_2021,electricity_mwh_2020,district_heating_mwh_2022,district_heating_mwh_2021,district_heating_mwh_2020,gas_mwh_2022,gas_mwh_2021,gas_mwh_2020
001001,01200517,Huttenkiez,35.002,38.291,44.962,,,,,,
001002,01200517,Huttenkiez,14178.253,,,,,,,,
001007,01200517,Huttenkiez,4371.976,4609.599,5887.394,2568.032,2786.803,2684.242,4426.624,5140.985,4521.8
001010,01200517,Huttenkiez,299.238,301.856,304.234,,,,,,184.973
001012,01200517,Huttenkiez,1093.98,1123.465,1434.601,1305.403,1432.731,1444.354,2696.962,3202.943,2897.43
001013,01200517,Huttenkiez,1667.408,1698.932,1763.978,1078.283,973.448,1210.907,3981.527,4397.288,4121.9
001074,01200517,Huttenkiez,10050.226,10495.262,10461.674,1187.829,1981.189,1273.264,3901.668,4083.957,3767.02
001075,01200517,Huttenkiez,556.835,585.849,574.386,864.296,977.122,840.66,929.767,1025.235,844.416
001076,01200517,Huttenkiez,25069.343,24085.563,22735.256,7648.04,8849.03,7845.84,,,
001094,01200517,Huttenkiez,3939.165,4113.733,4695.167,5270.527,5737.114,5488.519,1871.171,2053.091,2120.556
001502,01200517,Huttenkiez,,,,,,,,,
001503,01200517,Huttenkiez,,,,,,,,,
001505,01200517,Huttenkiez,,,,,,,,,
001506,01200517,Huttenkiez,,,,,,,,,
001508,01200517,Huttenkiez,,,,,,,,,
001510,01200517,Huttenkiez,,,,,,,,,
001511,01200517,Huttenkiez,,,,,,,,,
001600,01200517,Huttenkiez,297.614,209.996,239.714,,,,332.576,317.23,374.233
001601,01200517,Huttenkiez,15684.196,16345.378,16896.278,2077.933,758.887,2262.101,1202.965,1274.628,1034.198
001602,01200517,Huttenkiez,7780.525,7977.879,7389.488,,,,,2786.355,
001603,01200517,Huttenkiez,1112.698,1588.856,1186.824,,,,1288.456,1513.721,1354.967
001604,01200517,Huttenkiez,,,,,,,,,
001624,01200517,Huttenkiez,17427.134,,,16822.583,21721.285,3562.315,,,
001625,01200517,Huttenkiez,257.444,275.319,312.096,2269.717,2601.427,2190.039,364.625,421.494,1082.224
001850,01200517,Huttenkiez,,,,,,,,,
001851,01200517,Huttenkiez,,,,,,,,,
001853,01200517,Huttenkiez,,,,,,,,,
001854,01200517,Huttenkiez,,,,,,,,,
001865,01200517,Huttenkiez,,,,,,,,,
001866,01200517,Huttenkiez,,,,,,,,,
001867,01200517,Huttenkiez,,,,,,,,,
001874,01200517,Huttenkiez,,,,,,,,,
001875,01200517,Huttenkiez,,,,,,,,,
001877,01200517,Huttenkiez,,,,,,,,,
001900,01200517,Huttenkiez,,,,,,,,,
001901,01200517,Huttenkiez,2933.789,3112.045,3321.199,,,,,,
001903,01200517,Huttenkiez,,,,,,,,,
001906,01200517,Huttenkiez,5846.615,,5589.889,,,,,405.48,381.484
001044,01200624,Heidestraße,938.756,976.613,967.404,3954.206,3783.175,3449.964,40.296,40.499,43.657
001072,01200624,Heidestraße,12913.091,11486.614,10988.893,,,15477.318,,,
001073,01200624,Heidestraße,836.288,761.184,769.389,2688.022,3064.667,2614.274,273.371,337.652,301.122
001090,01200624,Heidestraße,2841.094,2702.978,2543.583,,,,135.315,162.961,145.967
001509,01200624,Heidestraße,,,,,,,,,
001641,01200624,Heidestraße,2412.919,1156.203,849.653,2555.523,3222.729,2396.774,690.137,872.289,735.575
001855,01200624,Heidestraße,,,,,,,,,
001878,01200624,Heidestraße,,,,,,,,,
001904,01200624,Heidestraße,3074.924,1517.272,1563.022,,,4686.718,,,
001905,01200624,Heidestraße,5646.369,4027.127,4063.803,4431.857,4851.451,2412.065,,,
001501,01400937,Afrikanische Straße,,,,,,,,,
010272,01400937,Afrikanische Straße,584.488,602.76,576.526,,,,,,
010600,01400937,Afrikanische Straße,,,,,,,,,
010601,01400937,Afrikanische Straße,,,,,,,,,
010602,01400937,Afrikanische Straße,,,,,,,,,
010603,01400937,Afrikanische Straße,6183.86,,,19915.226,23181.987,18837.831,,,
010609,01400937,Afrikanische Straße,136.945,144.535,155.821,,,,566.506,693.369,627.288
010638,01400937,Afrikanische Straße,296.754,368.028,470.932,,,,515.102,609.215,514.047
010850,01400937,Afrikanische Straße,,,,,,,,,
011004,01400937,Afrikanische Straße,819.731,909.151,906.47,5894.522,6852.583,6123.192,102.452,138.077,153.657
011005,01400937,Afrikanische Straße,770.453,827.204,807.567,5004.479,5601.628,5150.697,60.657,120.225,136.048
011006,01400937,Afrikanische Straße,1048.645,1120.67,1163.302,5710.962,6642.543,6008.204,331.67,327.366,338.729
011009,01400937,Afrikanische Straße,,,,,,,,,
011010,01400937,Afrikanische Straße,317.75,342.451,359.056,1391.747,1560.23,1409.588,258.63,285.354,248.284
011011,01400937,Afrikanische Straße,497.644,487.576,494.757,2808.285,3102.45,2825.13,,,
011012,01400937,Afrikanische Straße,779.074,931.611,894.773,4775.361,5470.896,4636.308,53.609,125.915,97.359
011017,01400937,Afrikanische Straße,1010.145,1019.26,1015.144,,,,3507.194,4139.726,3843.57
011018,01400937,Afrikanische Straße,538.669,784.696,700.957,,,,1102.903,1604.21,1440.16
011019,01400937,Afrikanische Straße,606.025,855.826,867.478,,,,1666.178,2362.133,2084.84
011022,01400937,Afrikanische Straße,1364.555,1323.527,1315.497,2202.985,2476.233,2114.214,3432.342,4057.468,3725.352
011023,01400937,Afrikanische Straße,440.474,575.554,572.625,1296.27,1275.346,1378.739,1171.143,1773.065,1618.149
011024,01400937,Afrikanische Straße,641.085,782.246,811.79,1315.933,1395.803,1339.282,1098.273,1433.738,1106.388
011501,01400937,Afrikanische Straße,,,,,,,,,
011505,01400937,Afrikanische Straße,,,,,,,,,
011506,01400937,Afrikanische Straße,,,,,,,,,
011610,01400937,Afrikanische Straße,3691.006,4054.497,4124.255,3685.927,4431.477,4024.019,1256.145,1674.345,1998.182
011611,01400937,Afrikanische Straße,255.367,251.01,246.818,1299.922,1426.537,1360.551,44.584,52.544,42.642
011656,01400937,Afrikanische Straße,,,,,,,,,
011657,01400937,Afrikanische Straße,,,,,,,,,
019504,01400937,Afrikanische Straße,,,,,,,,,
001504,01400938,Kameruner Straße,,,,,,,,,
010040,01400938,Kameruner Straße,135.321,,,,,,,,
010057,01400938,Kameruner Straße,33.172,,,,,,,,
010185,01400938,Kameruner Straße,,,,,,,,,
010186,01400938,Kameruner Straße,40607.93,27519.437,49455.7,21016.684,22854.469,20060.436,114069.527,140349.557,130225.175
010501,01400938,Kameruner Straße,,,,,,,,,
010502,01400938,Kameruner Straße,,,,,,,,,
010503,01400938,Kameruner Straße,,,,,,,,,
010504,01400938,Kameruner Straße,,,,,,,,,
010505,01400938,Kameruner Straße,,,,,,,,,
010506,01400938,Kameruner Straße,,,,,,,,,
011002,01400938,Kameruner Straße,,,,,,,,,
011003,01400938,Kameruner Straße,,,,,,,,,
011041,01400938,Kameruner Straße,118.514,119.562,127.027,,,,372.371,354.782,396.662
011042,01400938,Kameruner Straße,144.265,141.543,134.697,,,,212.7,276.136,248.487
011044,01400938,Kameruner Straße,323.704,346.298,328.16,,,,,,
011045,01400938,Kameruner Straße,,,,,,,,,
011046,01400938,Kameruner Straße,2449.182,2833.692,2751.062,,,,997.689,2192.789,1956.929
011048,01400938,Kameruner Straße,134.445,126.555,121.774,,,,217.567,272.021,216.425
011049,01400938,Kameruner Straße,145.062,146.116,138.352,,,,112.628,156.755,132.149
011050,01400938,Kameruner Straße,61.843,63.11,60.482,,,,100.662,123.378,114.056
011052,01400938,Kameruner Straße,1057.582,1045.542,1046.562,1706.41,1979.968,1637.301,1186.217,1426.231,1175.854
011053,01400938,Kameruner Straße,609.692,1124.766,1114.019,488.175,689.192,853.936,2289.603,2789.421,2513.023
011054,01400938,Kameruner Straße,2096.857,2325.896,2237.533,1907.235,2096.839,1632.31,1697.898,2132.628,1761.657
011058,01400938,Kameruner Straße,1313.96,1413.872,1363.902,2073.962,2253.649,3269.773,535.848,601.006,465.114
011059,01400938,Kameruner Straße,2138.514,1842.596,1861.944,3172.061,3533.589,3293.33,3485.362,4021.344,3566.803
011060,01400938,Kameruner Straße,1364.382,2004.199,2078.527,1915.605,2010.296,1733.958,2956.0,4928.234,4906.886
011061,01400938,Kameruner Straße,1734.439,2183.036,2336.992,,,,3741.296,6422.449,5540.717
011508,01400938,Kameruner Straße,,,,,,,,,
011509,01400938,Kameruner Straße,,,,,,,,,
011633,01400938,Kameruner Straße,1344.687,1358.261,1385.218,2765.471,3224.319,2968.15,,,
001507,01300836,Humboldthain Nordwest,,,,,,,,,
008001,01300836,Humboldthain Nordwest,,,,,,,,,
008002,01300836,Humboldthain Nordwest,779.645,,,,,,,,
008129,01300836,Humboldthain Nordwest,1686.442,1775.382,2185.71,2501.514,2886.793,2410.851,1763.327,2078.531,1949.003
008130,01300836,Humboldthain Nordwest,4147.616,4187.966,3988.165,3481.909,3960.431,2508.591,2989.486,3300.728,2941.879
008131,01300836,Humboldthain Nordwest,,,,,,,,,
008151,01300836,Humboldthain Nordwest,3281.065,3659.587,3951.673,4338.09,4768.245,3738.23,3523.143,4651.103,4396.351
008184,01300836,Humboldthain Nordwest,639.616,705.052,845.893,1301.706,2282.184,2318.194,1290.613,1171.142,998.691
008196,01300836,Humboldthain Nordwest,,,,,,,,,
008203,01300836,Humboldthain Nordwest,3228.045,2585.984,1452.111,3229.652,3509.646,2241.943,1850.982,1795.328,960.668
008204,01300836,Humboldthain Nordwest,83.072,87.511,84.041,,,,,,
008205,01300836,Humboldthain Nordwest,100.497,132.761,151.254,,,,,411.146,479.984
008210,01300836,Humboldthain Nordwest,,,,,,,,,
008211,01300836,Humboldthain Nordwest,264.615,299.402,308.404,,,,197512.367,217533.452,226068.626
008212,01300836,Humboldthain Nordwest,1338.883,1400.198,1493.488,,,,3530.994,4041.629,3537.376
008213,01300836,Humboldthain Nordwest,800.98,849.469,816.867,1912.399,2195.34,2001.712,590.035,938.641,563.821
008214,01300836,Humboldthain Nordwest,1610.744,1556.114,1530.807,,,,4801.252,5259.882,4347.804
008215,01300836,Humboldthain Nordwest,2757.667,2515.294,2600.066,,,,6385.398,7358.637,6511.527
008216,01300836,Humboldthain Nordwest,813.827,1286.281,1327.773,605.535,713.086,,3352.71,3841.678,3254.459
008217,01300836,Humboldthain Nordwest,706.842,527.831,503.024,,,,,,
008219,01300836,Humboldthain Nordwest,1612.074,1596.009,1695.329,,,,3084.887,3867.809,4203.706
008220,01300836,Humboldthain Nordwest,45.583,,,,,,,,
008221,01300836,Humboldthain Nordwest,,,,,,,,,
008222,01300836,Humboldthain Nordwest,1565.081,1521.742,1523.75,,,,3208.917,3791.256,2905.258
008223,01300836,Humboldthain Nordwest,712.571,773.489,805.739,2307.37,2802.956,2603.366,265.459,296.51,279.284
008224,01300836,Humboldthain Nordwest,1105.856,1149.201,1199.587,,,,2565.44,3119.257,2621.658
008225,01300836,Humboldthain Nordwest,950.398,1108.692,1069.251,,,,1401.944,1899.24,1474.11
008228,01300836,Humboldthain Nordwest,1999.599,2127.094,2110.755,,,,1463.698,1786.129,1623.74
008229,01300836,Humboldthain Nordwest,698.174,747.701,727.65,,,,2253.699,2639.333,2241.716
008230,01300836,Humboldthain Nordwest,,,,,,,,,
008624,01300836,Humboldthain Nordwest,,,,,,,,,
008901,01300836,Humboldthain Nordwest,,,,,,,,,
008902,01300836,Humboldthain Nordwest,,,,,,,,,
008903,01300836,Humboldthain Nordwest,,,,,,,,,
008909,01300836,Humboldthain Nordwest,,,,,,,,,
008910,01300836,Humboldthain Nordwest,,,,,,,,,
001852,01401046,Nordufer,,,,,,,,,
009188,01401046,Nordufer,,,,,,,,,
009189,01401046,Nordufer,1802.947,1908.513,1883.531,2301.483,2747.426,2259.852,3200.311,3702.545,3420.974
009190,01401046,Nordufer,2484.506,2721.623,2538.667,1513.643,1604.815,949.531,6970.16,7775.298,7377.268
009191,01401046,Nordufer,1825.618,1874.852,1953.527,2887.993,3284.508,3007.156,2495.528,2937.76,2691.306
009192,01401046,Nordufer,1371.108,1386.17,1330.569,2934.119,3523.032,3344.243,722.069,846.255,749.456
009197,01401046,Nordufer,780.54,880.581,851.792,2561.92,2719.981,2384.667,823.357,954.663,900.886
009198,01401046,Nordufer,1401.321,1483.782,1438.559,1877.067,2034.793,2036.677,2204.046,2685.824,2407.186
009206,01401046,Nordufer,,,,,,,,,
009207,01401046,Nordufer,1632.201,1666.804,1665.18,3177.162,3637.256,3214.382,2547.934,2867.84,2682.749
009208,01401046,Nordufer,188.142,195.214,205.444,,,,640.013,695.332,690.406
009627,01401046,Nordufer,,,,,,,,,
001864,04300620,Spreestadt,,,,,,,,,
021065,04300620,Spreestadt,521.049,558.946,665.023,,,,,,
021066,04300620,Spreestadt,1023.036,1018.539,1043.38,,,,3186.163,3767.052,3101.443
021068,04300620,Spreestadt,10242.466,10255.393,9654.253,2092.338,1022.618,,11438.893,15413.001,12783.581
021501,04300620,Spreestadt,,,,,,,,,
021502,04300620,Spreestadt,,,,,,,,,
021601,04300620,Spreestadt,,4189.888,4213.639,3910.011,4828.003,2187.428,,,
021603,04300620,Spreestadt,2775.242,5602.41,5144.846,7344.526,8395.365,7440.434,,1593.624,1378.59
021604,04300620,Spreestadt,4018.907,3903.381,3741.206,3527.104,3626.205,2925.571,,,
021607,04300620,Spreestadt,3186.737,3175.707,3274.692,1972.91,2014.835,1540.697,6606.792,6535.491,3447.478
021608,04300620,Spreestadt,740.017,531.078,684.846,,,,,,
021609,04300620,Spreestadt,3859.488,3737.247,3969.845,2722.705,2969.263,2346.719,,,
021610,04300620,Spreestadt,6385.657,5818.929,6119.257,497.333,584.439,509.25,,,
021657,04300620,Spreestadt,16713.239,18946.233,19595.983,,,,21273.073,25488.69,21702.856
021861,04300620,Spreestadt,,,,,,,,,
021862,04300620,Spreestadt,,,,,,,,,
002016,01200518,Beusselkiez,621.126,624.225,634.887,1318.205,1550.03,1005.298,1170.784,1339.18,1025.194
002017,01200518,Beusselkiez,1178.235,1313.414,1289.007,1440.287,1688.485,1380.542,1553.129,1700.122,1613.501
002046,01200518,Beusselkiez,1527.145,1604.786,1585.718,4149.219,4741.989,4180.823,1788.58,2088.178,1770.37
002047,01200518,Beusselkiez,2744.943,2828.218,2799.677,3599.385,4609.81,4279.177,3541.415,3896.843,3565.066
002077,01200518,Beusselkiez,2165.209,2362.277,2331.333,2119.918,2367.947,1801.787,3565.267,4572.003,3856.573
002080,01200518,Beusselkiez,7680.029,8140.677,7718.593,7782.636,7837.395,7002.815,1594.519,1977.48,1879.034
002018,01200519,Emdener Straße,2276.925,2193.653,2311.038,533.998,,,7043.251,8433.206,7086.241
002019,01200519,Emdener Straße,2010.129,2038.942,2072.486,3269.514,3550.428,3097.099,2042.756,2509.945,2196.872
002020,01200519,Emdener Straße,1738.423,1603.136,1608.236,2635.479,3004.28,2685.661,2463.116,2885.579,2512.059
002048,01200519,Emdener Straße,3370.701,3168.793,3285.156,,,,8072.51,8475.918,7717.718
002049,01200519,Emdener Straße,1293.637,1250.645,1240.122,2379.311,2683.811,2481.273,1771.706,2170.324,1985.784
002050,01200519,Emdener Straße,837.66,838.054,911.031,1487.271,1801.368,1334.873,924.442,1073.572,951.096
002054,01200519,Emdener Straße,2007.008,2119.322,2085.58,2854.017,3479.835,3189.983,1721.292,2008.651,1808.988
002055,01200519,Emdener Straße,1403.132,1470.433,1501.101,1929.066,2105.668,1938.148,1451.022,1706.688,1601.38
002501,01200519,Emdener Straße,,,,,,,,,
002502,01200519,Emdener Straße,,,,,,,,,
002021,01200520,Bremer Straße,,,,,,,,,
002022,01200520,Bremer Straße,581.784,563.466,556.915,1676.728,1721.844,1729.86,436.413,502.901,485.042
002023,01200520,Bremer Straße,1470.967,1547.701,1591.434,,,,3809.138,4747.327,4193.024
002033,01200520,Bremer Straße,1223.924,1231.731,1221.354,4148.373,4622.009,4393.559,584.631,715.921,646.987
002034,01200520,Bremer Straße,482.004,462.312,466.057,1674.996,1940.189,1787.686,,,
002035,01200520,Bremer Straße,823.214,851.415,871.942,2534.662,2750.753,2631.054,750.703,926.318,789.344
002036,01200520,Bremer Straße,2412.893,2551.696,2760.58,3904.555,4191.891,3801.999,3625.642,4170.201,3715.917
002051,01200520,Bremer Straße,1553.752,1733.51,1745.488,1715.43,1977.568,1859.105,2254.634,2630.486,2220.918
002052,01200520,Bremer Straße,675.463,599.349,588.849,1566.681,1662.209,1346.283,1091.121,1466.767,853.751
002053,01200520,Bremer Straße,745.998,747.84,731.524,1809.124,2031.793,1888.635,1494.168,1776.146,1530.874
002056,01200520,Bremer Straße,1789.163,1832.081,1673.93,2670.63,3259.467,2663.568,1435.078,1785.426,1590.847
002057,01200520,Bremer Straße,687.456,699.097,830.957,,,,235.881,192.54,243.301
002058,01200520,Bremer Straße,,,,,,,,,
002059,01200520,Bremer Straße,452.067,452.197,464.079,781.15,912.672,798.377,1059.726,1123.281,1023.926
002060,01200520,Bremer Straße,1186.607,1104.765,1198.035,1767.268,1927.399,1727.209,1228.697,1461.775,1263.744
002061,01200520,Bremer Straße,2236.862,2207.656,2242.442,1511.522,1713.206,1479.738,678.246,749.893,694.341
002024,01200623,Stephankiez,751.384,757.086,835.083,2997.805,3139.944,2869.618,,52.333,112.405
002025,01200623,Stephankiez,817.183,798.894,805.796,1330.303,1481.168,1442.458,2384.004,2716.148,2435.778
002026,01200623,Stephankiez,939.473,925.601,885.593,1973.135,2165.236,1631.212,1004.041,1408.166,1192.429
002027,01200623,Stephankiez,1509.633,1467.57,1728.451,1978.34,2293.379,2221.467,4642.024,5345.193,4878.743
002028,01200623,Stephankiez,1527.082,1186.4,1230.837,1020.861,884.741,669.392,4557.312,4720.161,4081.938
002029,01200623,Stephankiez,,,,,,,,,
002030,01200623,Stephankiez,1134.143,1379.251,1370.032,769.931,869.65,802.072,3506.045,3857.797,3088.713
002031,01200623,Stephankiez,1576.487,1644.429,1671.106,1451.569,1694.233,1688.692,3654.527,4462.947,3984.049
002032,01200623,Stephankiez,1303.691,1166.883,1174.292,671.956,804.866,711.683,2412.522,2891.783,2542.075
002039,01200623,Stephankiez,1300.724,1352.985,1321.083,2838.061,3152.107,2984.362,1274.439,1379.866,1320.494
002040,01200623,Stephankiez,605.663,637.723,629.675,1149.493,1197.401,1039.809,1429.164,1755.268,1619.357
002041,01200623,Stephankiez,382.845,423.212,422.935,1184.892,1340.229,1293.638,333.574,380.926,365.382
002042,01200623,Stephankiez,1000.051,1008.781,956.665,,,,2878.032,3487.769,2714.472
002043,01200623,Stephankiez,2270.103,2669.515,2780.929,11227.848,12443.944,11745.06,2088.477,2411.711,2265.446
002069,01200623,Stephankiez,3291.432,2736.706,3019.545,6806.736,6348.043,5725.638,3108.571,2876.206,2532.283
002037,01200625,Lübecker Straße,1410.136,1449.31,1448.227,3949.991,4509.931,4103.035,1676.796,2018.243,2139.684
002038,01200625,Lübecker Straße,348.878,327.927,355.965,658.276,671.056,669.324,558.781,732.664,628.217
002062,01200625,Lübecker Straße,5252.318,5533.576,5978.322,5097.728,8027.132,7622.633,926.803,1053.758,1249.877
002063,01200625,Lübecker Straße,5380.967,5582.835,5973.113,14063.673,18399.353,16840.159,322.784,366.607,367.659
002064,01200625,Lübecker Straße,553.774,565.272,594.01,1375.507,1628.936,1381.38,,,
002065,01200625,Lübecker Straße,511.396,518.995,516.874,2167.186,2321.663,2358.809,,,
002066,01200625,Lübecker Straße,974.868,961.127,961.375,2862.036,2809.17,3217.61,821.687,957.006,801.202
002067,01200625,Lübecker Straße,1050.795,1059.742,1062.292,2990.166,3386.229,3103.512,98.37,130.382,111.132
002068,01200625,Lübecker Straße,781.647,795.376,782.897,2968.348,3255.226,2692.17,,0.879,0.956
002078,01200521,Zwinglistraße,1189.755,1108.043,1171.754,1249.202,1428.437,1266.967,1689.718,2000.665,1847.004
002079,01200521,Zwinglistraße,3052.102,2939.894,2999.39,3983.234,4433.176,4049.254,3275.253,3596.787,3263.872
002081,01200521,Zwinglistraße,1574.887,1641.285,1673.614,3600.202,4078.497,3545.477,1826.845,1736.319,1697.069
002082,01200521,Zwinglistraße,2343.355,2423.613,2449.407,3012.244,3154.104,1869.475,5215.142,5735.388,5322.944
002083,01200521,Zwinglistraße,939.382,924.424,1071.417,,,,1779.351,1838.522,1726.136
002650,01200627,Zillesiedlung,2472.392,2501.331,2464.289,9152.645,10273.026,10174.722,,,
002652,01200627,Zillesiedlung,1562.807,1587.28,1592.833,6000.205,6469.247,6129.742,913.861,946.203,859.835
002653,01200627,Zillesiedlung,,,,,,,,,
003001,01200629,Hansaviertel,272.361,271.84,319.798,1425.391,1680.461,1492.326,,,
003002,01200629,Hansaviertel,882.889,957.288,809.833,,,,,,
003003,01200629,Hansaviertel,,,,,,,,,
003135,01200629,Hansaviertel,645.075,646.438,657.581,2700.788,3005.225,2628.282,9.303,11.824,10.822
003140,01200629,Hansaviertel,994.035,1001.112,1022.759,4145.864,4845.439,4525.638,484.035,595.575,520.835
003141,01200629,Hansaviertel,1181.251,1200.842,1213.507,2299.337,2863.926,2613.374,2238.829,2609.082,2287.35
003142,01200629,Hansaviertel,297.089,302.746,307.473,1211.856,1392.488,1211.928,,,
003144,01200629,Hansaviertel,,,,,,,,,
003511,01200629,Hansaviertel,,,,,,,,,
003602,01200629,Hansaviertel,,,,1486.447,1564.927,1233.817,,,
003603,01200629,Hansaviertel,531.898,534.325,537.482,1418.469,1600.067,1502.721,2063.341,1827.456,1681.839
003604,01200629,Hansaviertel,1264.002,1270.21,1309.939,3974.898,4599.27575,4021.688,,,
003605,01200629,Hansaviertel,62.679,65.371,62.812,488.781,572.503,556.43,,,
003607,01200629,Hansaviertel,269.265,265.612,266.768,1531.223,1737.166,1568.813,264.658,327.82,283.486
003608,01200629,Hansaviertel,308.547,436.156,405.569,1459.806,1749.113,1573.776,344.925,437.336,395.136
003609,01200629,Hansaviertel,363.778,368.903,384.704,1527.048,2030.917,1807.861,290.092,352.122,245.036
003616,01200629,Hansaviertel,707.879,674.525,597.778,2402.87,2538.587,2515.041,,,
003640,01200629,Hansaviertel,1201.475,1234.575,1143.803,4141.168,4995.508,4329.086,71.824,32.708,59.378
003907,01200629,Hansaviertel,,,,,,,,,
003908,01200629,Hansaviertel,,,,,,,,,
003084,01200522,Elberfelder Straße,,,,,,,,,
003095,01200522,Elberfelder Straße,270.838,248.244,261.125,,,,1214.944,1543.243,1365.668
003096,01200522,Elberfelder Straße,379.703,373.44,364.125,,,,510.7,570.114,542.787
003097,01200522,Elberfelder Straße,622.54,640.564,621.723,,,,1479.568,1674.344,1540.522
003098,01200522,Elberfelder Straße,638.776,647.045,641.223,,,,2379.128,2696.851,2404.527
003099,01200522,Elberfelder Straße,1999.85,2160.177,2198.056,694.745,819.896,693.771,6360.834,7591.577,5962.907
003100,01200522,Elberfelder Straße,284.521,305.903,308.206,,,,874.357,1027.118,946.987
003101,01200522,Elberfelder Straße,,,,,,,,,
003102,01200522,Elberfelder Straße,460.345,480.34,458.353,,,,1135.168,1248.314,1267.289
003103,01200522,Elberfelder Straße,1669.025,1706.499,1791.148,,,,772.003,1065.633,932.747
003104,01200522,Elberfelder Straße,2907.165,2821.977,2779.689,2075.031,2122.655,1973.516,5772.097,7202.398,6212.56
003105,01200522,Elberfelder Straße,,,,,,,,,
003106,01200522,Elberfelder Straße,669.548,657.37,708.216,,,,1297.123,1581.471,1415.425
003107,01200522,Elberfelder Straße,518.785,481.072,463.482,164.87,201.781,127.686,,1370.222,1197.738
003108,01200522,Elberfelder Straße,571.167,562.968,561.486,,,,1148.021,1457.395,1040.668
003109,01200522,Elberfelder Straße,921.581,924.674,911.186,1073.388,1391.756,1269.349,1964.82,2043.549,1812.974
003110,01200522,Elberfelder Straße,1296.563,1439.858,1397.246,2051.225,2181.903,1704.569,3294.843,3689.742,3397.592
003111,01200522,Elberfelder Straße,881.305,833.885,811.121,751.455,833.09,652.794,2255.568,2430.109,2081.918
003112,01200522,Elberfelder Straße,943.584,984.024,981.282,1090.933,1266.76,1016.153,2423.476,2848.865,2616.25
003113,01200522,Elberfelder Straße,1434.038,1596.062,1653.19,,,,3872.466,4586.691,4032.471
003114,01200522,Elberfelder Straße,879.001,889.932,888.058,,,,3244.662,3994.803,3589.266
003115,01200522,Elberfelder Straße,667.861,682.404,659.62,349.705,379.469,365.664,2149.927,2506.805,2186.455
003501,01200522,Elberfelder Straße,,,,,,,,,
003502,01200522,Elberfelder Straße,,,,,,,,,
003503,01200522,Elberfelder Straße,,,,,,,,,
003506,01200522,Elberfelder Straße,,,,,,,,,
003507,01200522,Elberfelder Straße,,,,,,,,,
003508,01200522,Elberfelder Straße,,,,,,,,,
003509,01200522,Elberfelder Straße,,,,,,,,,
003510,01200522,Elberfelder Straße,,,,,,,,,
003861,01200522,Elberfelder Straße,,,,,,,,,
003862,01200522,Elberfelder Straße,,,,,,,,,
003863,01200522,Elberfelder Straße,,,,,,,,,
003085,01200626,Thomasiusstraße,190.55,111.356,130.072,1093.329,1273.226,1089.898,,,
003086,01200626,Thomasiusstraße,4919.055,4884.761,4763.354,16825.335,17962.885,15175.779,1101.903,1420.681,1188.965
003116,01200626,Thomasiusstraße,12706.427,13123.751,13703.333,18940.06,22143.661,16945.272,2093.155,2388.588,2271.663
003117,01200626,Thomasiusstraße,1655.894,1651.525,1737.012,4175.793,4725.822,4078.19,1337.141,1549.196,1404.896
003118,01200626,Thomasiusstraße,1232.964,1263.937,1197.971,4070.432,4315.234,3781.609,554.099,717.214,610.975
003119,01200626,Thomasiusstraße,1118.519,1161.853,1165.866,3226.717,3236.883,3008.718,1501.605,1743.704,1528.567
003120,01200626,Thomasiusstraße,1123.666,1142.034,1136.223,4452.778,5249.306,4723.98,320.733,344.873,245.113
003124,01200626,Thomasiusstraße,486.774,506.704,484.029,1628.546,1850.678,1385.849,129.44,177.905,159.241
003125,01200626,Thomasiusstraße,1124.147,1132.64,1238.047,2928.319,3457.363,3203.844,953.009,1169.991,1099.244
003512,01200626,Thomasiusstraße,,,,,,,,,
003859,01200626,Thomasiusstraße,,,,,,,,,
003860,01200626,Thomasiusstraße,,,,,,,,,
003122,01200628,Lüneburger Straße,1170.868,1199.574,1189.355,2920.677,3279.343,2953.143,764.025,930.569,877.604
003126,01200628,Lüneburger Straße,933.271,947.874,985.758,1270.804,1499.19,1581.97,900.68,1009.752,928.928
003128,01200628,Lüneburger Straße,,,,,,,,,
003130,01200628,Lüneburger Straße,,,,,,,,,
003504,01200628,Lüneburger Straße,,,,,,,,,
003505,01200628,Lüneburger Straße,,,,,,,,,
003601,01200628,Lüneburger Straße,,,,,,,,1008.496,931.762
003610,01200628,Lüneburger Straße,275.937,276.452,277.438,,,,,,
003611,01200628,Lüneburger Straße,945.898,954.933,947.719,,,,,5109.466,4353.816
003612,01200628,Lüneburger Straße,,,,,,,,,
003613,01200628,Lüneburger Straße,552.797,,,1102.166,1352.046,1199.546,,,
003614,01200628,Lüneburger Straße,,,,3236.412,3891.315,2828.771,,,
003615,01200628,Lüneburger Straße,,,,,,,,,
003620,01200628,Lüneburger Straße,,,,,,,,,
003623,01200628,Lüneburger Straße,1236.901,1233.701,1270.211,4854.895,5680.863,4867.197,832.74,945.419,882.283
003624,01200628,Lüneburger Straße,,,,,,,,,
003625,01200628,Lüneburger Straße,,,,,,,,,
003628,01200628,Lüneburger Straße,1265.677,1377.954,1526.837,,,,,,
003629,01200628,Lüneburger Straße,661.085,516.006,517.77,,,,,,
003630,01200628,Lüneburger Straße,,,,,,,,,
003631,01200628,Lüneburger Straße,,,,,,,,,
003632,01200628,Lüneburger Straße,,,,,,,,,
003856,01200628,Lüneburger Straße,,,,,,,,,
003857,01200628,Lüneburger Straße,,,,,,,,,
