PLR_ID,PLR_NAME,electricity_mwh_2022,electricity_mwh_2021,electricity_mwh_2020,district_heating_mwh_2022,district_heating_mwh_2021,district_heating_mwh_2020,gas_mwh_2022,gas_mwh_2021,gas_mwh_2020
02500830,Niederbarnimstraße,6176.27,6107.6,6137.321,12155.085,13540.624,12029.134,11327.326000000001,13288.822,12029.081999999999
02500831,Wismarplatz,9363.946,9440.844000000001,9396.397,17862.205,20652.273,18151.808,20867.792,24025.809,21652.343
02500832,Traveplatz,13717.903999999999,13603.059,13639.695,17072.9,19255.595,16055.544,28452.11,32829.179,27234.974
02500833,Boxhagener Platz,17819.712,17400.975,18191.175,3952.039,4359.809,3964.019,53320.559,60161.623999999996,54959.404
02500834,Revaler Straße,17723.86,17307.879,17980.292,20123.916,22885.631,19287.471,35062.362,40585.666,37091.715
02500835,Stralauer Kiez,30002.998,29299.351,29352.406,35955.224,41623.546,36768.623,16205.958999999999,19722.929,18333.097
02500836,Stralauer Halbinsel,9378.057,6848.45,6872.643,18892.011,21754.521,15230.304,1565.887,1950.855,1747.23
03100101,Bucher Forst,20403.575,20317.781,20762.445,12927.676,12431.588,10119.333999999999,46177.093,48133.83,48507.981
03100102,Klinikum Buch,21825.875,21629.484,21977.977000000003,26139.213,26724.72,23240.827,13869.426,16219.86,14982.389
03100103,Karower Chaussee,38329.155999999995,38168.091,36971.807,51245.787000000004,59134.297,52583.355,37958.766,39514.026,38549.15899999999
03200204,Blankenfelde,4883.484,4857.168,4584.675,0.0,0.0,0.0,8348.106,10695.601,10071.749
03200205,Uhlandstraße,13721.81,14331.228,13981.476,0.0,0.0,0.0,47835.444,56174.494,51506.145000000004
03200206,Pastor-Niemöller-Platz,11405.881,11705.82,11498.042,0.0,0.0,0.0,46869.676,55590.341,49303.418000000005
03200207,Herthaplatz,19552.619,20995.911,20457.471,3135.503,3140.032,3303.679,64901.185,76569.721,69109.546
03200308,Nisbléstraße,7471.437,7659.733,7284.262,0.0,0.0,0.0,18744.298,21775.128,18882.865
03200309,Eddastraße,12333.861,13968.656,13875.992,0.0,0.0,0.0,33704.906,38900.415,32695.29
03200310,Krugpfuhl,12645.035,13173.526,12911.596,0.0,0.0,0.0,17313.182,61627.414000000004,57064.301999999996
03300411,Karow Nord,13365.037,13483.822,13241.241,33006.388,37837.514,33311.638,10200.592,12326.872,10926.823
03300412,Karow Bahnhof,8514.426,9174.079,8925.381,0.0,0.0,0.0,34580.744,41477.004,36576.544
03300413,Karow Ost,1857.898,5220.515,4908.939,0.0,0.0,0.0,14857.166,17662.812,15486.803
03300514,Blankenburg,12263.795,13879.224,13336.77,0.0,0.0,0.0,44495.875,52496.255000000005,46920.512
03300515,Blankenburger Süden,80.608,57.072,60.458,0.0,0.0,0.0,128.049,139.561,86.873
03300516,Heinersdorf,22242.308,22222.995,22615.702,6682.063,6810.568,5296.7080000000005,42806.164,49178.089,43868.818
03300517,Märchenland,4527.2210000000005,4384.112999999999,4301.253000000001,0.0,0.0,0.0,6902.701,9668.253,8044.419
03400618,Rosenthal,7939.361,7876.863,8082.598,762.013,847.691,731.275,17150.192,19821.027,18123.877
03400619,Wilhelmsruh,23154.885,17251.302,17871.176,24968.423,26144.073,20487.405,41792.685,48755.25,43527.995
03400620,Schönholz,6000.25,6484.387000000001,6157.956999999999,0.0,0.0,0.0,22346.114999999998,26337.798,23405.91
03400721,Florakiez,15322.505,15491.432999999999,15178.152,8446.9,9896.58,7970.2080000000005,64752.512,77146.71,70060.813
03400722,Parkstraße,7126.553,7271.1539999999995,7637.756,0.0,0.0,0.0,27581.084000000003,31096.4,28008.899
03400723,Garbátyplatz,13212.06,14917.909,14424.296,11209.638,12390.154999999999,10416.262,42609.55,48749.985,43189.717000000004
03400724,Wolfshagener Straße,8385.433,8448.905,8366.455,9714.021,10756.589,8978.661,20455.977,24569.531,22799.36
03400725,Schlosspark,10536.274,11006.462,11177.204,11072.404,12902.022,11572.045,23172.988,26686.075,23280.076
03400826,Tiroler Viertel,8994.358,8839.551,8608.804,0.0,0.0,0.0,31543.387,42511.124,36713.501000000004
03400827,Trelleborger Viertel,10135.353,10095.282,9988.096,12335.697,14494.653,11929.542,28549.438000000002,34847.088,31384.748
03400828,Spiekermann Straße,6752.85,5831.937,5709.241,5789.8279999999995,6566.996,4571.185,11381.01,13373.611,12015.273000000001
03400829,Arnold-Zweig-Straße,7863.93,7796.731,8035.631,14381.798,16421.028,13442.658,7427.204000000001,9170.834,8556.786
03400830,Kissingenviertel,10705.89,10335.301,10042.28,3306.755,3755.6000000000004,3287.411,31910.953,38775.549,34429.11
03400831,Pankower Tor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03500932,Bühringstraße,10505.176,9615.962,9743.148,14536.253999999999,16191.741,14960.428,13195.494,15967.746,12930.107
03500933,Weißer See,12820.255,13582.521,14496.624,0.0,0.0,0.0,54071.019,63223.299,53398.070999999996
03500934,Weißenseer Spitze,14696.190999999999,14752.991,14696.738,9063.294,10252.318,7569.452,43164.501000000004,49335.24,46090.514
03500935,Behaimstraße,11008.588,10752.33,10981.718,1009.363,1096.954,1012.188,39885.262,46368.007,40701.905
03500936,Komponistenviertel Weißensee,14271.15,14447.777,14967.95,14428.631,16371.609,14552.787,30627.746,36290.608,32870.712
03501037,Rathaus Weißensee,30457.954,29966.321,29102.258,18379.54,20490.484,17709.28,46940.187,60781.755,58361.323000000004
03501038,Hansastraße,12094.055,12294.737,12682.302,17246.154,16913.648,16373.872,12446.549,18196.313,15735.04
03601139,Norweger Viertel,5058.6050000000005,5137.077,5205.349,0.0,0.0,0.0,19497.66,23702.127,20654.756
03601140,Malmöer Straße,6967.147,6752.85,6777.811,0.0,0.0,0.0,38064.094,43549.995,39135.792
03601141,Arnimplatz,9999.113,10432.024,10766.696,0.0,0.0,0.0,38408.85,44174.043,39840.334
03601142,Falkplatz,18190.766,17986.112,18231.242,2648.135,2110.889,1686.155,58755.906,73670.128,65224.143000000004
03601243,Rodenbergstraße,12887.707,12819.266,13250.476,1142.028,1393.05,984.278,34339.777,39898.708,35456.376000000004
03601244,Humannplatz,9032.723,8846.476,8906.616,13068.401,15178.226,11449.297999999999,12636.633,15177.784,13600.114
03601245,Ostseestraße,19863.327,20895.908,21809.906,27614.942,30981.470999999998,26909.57,23388.373,33301.849,28152.447
03601346,Gethsemanekirche,8420.689999999999,11272.903,10769.536,0.0,0.0,0.0,35603.574,40590.551999999996,35961.074
03601347,Helmholtzplatz,12699.778,13034.32,13169.583,2840.335,2997.462,2518.45,51166.302,59115.348,53550.424
03601348,Senefelderstraße,10188.632,10373.729,10385.801,2290.911,2372.289,2447.6859999999997,37208.663,42945.308,38150.621
03601449,Michelangelostraße,15669.057,15077.319,15916.405999999999,32065.645,36876.741,32551.876,3852.088,4866.566,4426.098
03601450,Volkspark Prenzlauer Berg,20559.161,21046.672,20663.228,23891.445,25629.649,23138.042,8539.494999999999,11434.338,10378.801
03601451,Anton-Saefkow-Park,8095.025,8075.609,8044.902,3236.197,3807.554,3442.81,15517.51,18698.729,17238.236
03601452,Velodrom,5819.193,5482.081,5541.919,11415.214,12698.323,11447.796,10152.705,12161.777,11786.345
03601453,Alter Schlachthof,14505.96,9554.196,9405.728000000001,10465.16,11242.385,9507.987000000001,0.0,0.0,0.0
03701554,Teutoburger Platz,23102.918999999998,22792.53,23873.999,0.0,0.0,0.0,81721.323,94005.05,82789.202
03701555,Sredzkistraße,15456.761,14554.75,15159.14,0.0,0.0,0.0,51758.297,57498.222,52753.946
03701556,Kollwitzplatz,24859.38,24068.94,25259.675,12364.302,10883.687,9142.101,54713.221,65197.826,58157.55
03701657,Thälmannpark,4165.275,4291.834,4558.35,14395.74,16720.043999999998,15658.142,0.0,0.0,0.0
03701658,Christburger Straße,10295.379,10337.638,10276.619,0.0,0.0,0.0,45090.335999999996,52784.024000000005,47032.340000000004
03701659,Immanuelkirchstraße,14646.198,14115.885,15052.024,7477.829,7969.813,7044.436,49646.257000000005,56302.78,51771.296
03701660,Bötzowstraße,17726.931,17685.367000000002,18231.742,22650.037,26024.896,22869.029,49351.645,58246.066,52323.595
04100101,Jungfernheide/Plötzensee,32675.025,35400.572,34941.203,47964.93,55875.638,49339.583,33894.456,47048.517,43995.639
04100102,Paul-Hertz-Siedlung,8567.112000000001,8186.602,8234.868,31091.947999999997,34759.787000000004,31050.49,2059.107,1774.233,1832.051
04200203,Olympiagelände,14868.475999999999,13624.597,13178.982999999998,18557.187,24150.635,0.0,16286.451000000001,17985.378,15047.916000000001
04200204,Angerburger Allee,5195.191,5115.509999999999,5362.887000000001,0.0,0.0,0.0,1554.688,4066.7140000000004,3663.527
04200205,Flatowallee,5550.47,5841.967000000001,5731.291,0.0,0.0,0.0,16622.524,19499.339,16108.248
04200206,Kranzallee,6691.89,7027.21,6950.118,0.0,0.0,0.0,18208.35,19943.981,18441.939
04200207,Eichkamp,6327.723,6306.786,6746.476,0.0,0.0,0.0,26991.168,31632.165,27542.975
04200308,Branitzer Platz,23044.338,23340.111,22922.288,31778.027000000002,36905.889,32358.863,17056.428,22276.775,19604.658
04200309,Neu Westend,9256.897,9092.637999999999,9052.086,15911.228,18094.142,17588.718,11546.466,13143.082,11361.765
04200310,Fürstenplatz,20308.661,20190.736,20546.037,23307.397,26041.713,23582.665,32294.482,37688.828,33262.071
04200311,Königin-Elisabeth-Straße,21007.743000000002,21254.609,21506.721,51457.835,58837.916,47858.695,59682.76,60993.361,50382.21
04300412,Schlossgarten,11350.9,11058.232,10857.858,23263.926,26872.415999999997,21514.476,4573.137000000001,5048.851,4608.232
04300413,Klausenerplatz,18299.54,18964.326,19099.98,0.0,0.0,0.0,52887.782999999996,59425.297,55538.642
04300414,Schloßstraße,17768.785,18174.245,18556.655,41157.808,46759.505,40070.332,19922.861,23318.039,20417.31
04300415,Lietzensee,10515.609,10925.845,10964.472,26313.58,31537.754999999997,29306.899999999998,15557.424,18373.086,16562.069
04300416,Amtsgerichtsplatz,23680.088,23660.149,23890.931,34854.984000000004,41343.748,37335.504,38979.639,44213.259,41353.491
04300517,Tegeler Weg,13238.939,14031.839,13716.885,21816.864999999998,24978.970999999998,23301.887,21630.649,25758.881,21647.73
04300518,Kaiserin-Augusta-Allee,64124.564,61778.324,60580.039,21470.583,24676.768,21627.082000000002,27219.290999999997,30695.336,26188.088
04300619,Alt-Lietzow,14880.452,15168.064999999999,15927.615,41664.228,47617.704,42863.447,8899.880000000001,10104.458,8545.663
04300620,Spreestadt,49465.838,57737.751000000004,58106.97,22066.927,23440.728,16950.099000000002,42504.921,52797.858,42413.948000000004
04300621,Richard-Wagner-Straße,23021.038,24084.248,24029.913,53424.612,61578.866,56010.770000000004,20585.37,22503.592,20608.559
04300622,Ernst-Reuter-Platz,30419.861,29493.365,30970.964,109902.8,129487.603,113951.013,3604.871,4351.327,4009.478
04300623,Karl-August-Platz,38324.426,37172.952,38802.112,41936.81,48148.820999999996,43438.377,30779.697,34050.92,31308.832
04300624,Savignyplatz,27642.373,27160.260000000002,28522.190000000002,47460.558,54446.288,50632.612,27754.72,31985.537,30600.143
