PLR_ID,PLR_NAME,wohmi_fl,nat_pers,genossen,jur_pers,sozvermiet,stwbg,jp_ohn_swg
11100308,Zingster Straße West,289781.0,15.0,0.0,67.0,74.95,56.95,10.05
11100309,Mühlengrund,148212.0,4.0,58.56,96.0,71.04,12.48,24.96
11200410,Malchower Weg,1280162.0,87.0,0.0,12.0,9.48,9.48,2.52
11200411,Hauptstraße,368240.0,27.0,22.63,73.0,56.21,33.58,16.79
11200512,Orankesee,415945.0,67.0,0.0,31.0,16.57,14.57,16.43
11200513,Große-Leege-Straße,402879.0,36.0,7.44,62.0,51.6,42.16,12.4
11200514,Landsberger Allee,305767.0,16.0,22.68,84.0,65.52,42.84,18.48
11200515,Weiße Taube,507166.0,71.0,0.0,28.0,8.56,7.56,20.44
11300616,Hohenschönhausener Straße,174442.0,8.0,35.2,80.0,87.2,40.0,4.8
11300617,Fennpfuhlpark,94273.0,0.0,27.0,100.0,100.0,73.0,0.0
11300618,Storkower Bogen,132373.0,15.0,24.65,85.0,60.35,35.7,24.65
11300619,Rudolf-Seiffert-Park,137782.0,16.0,37.26,81.0,57.27,17.01,26.73
11300620,Fennpfuhl Ost,261258.0,9.0,51.87,91.0,79.17,27.3,11.83
11300721,Herzbergstraße,333581.0,19.0,0.0,77.0,10.7,7.7,69.3
11300722,Rathaus Lichtenberg,327293.0,20.0,19.5,78.0,55.04,33.54,24.96
11300723,Bornitzstraße,86984.0,76.0,0.0,24.0,0.0,0.0,24.0
11300724,Roedeliusplatz,136921.0,20.0,0.0,80.0,39.2,39.2,40.8
11300725,Nibelungenviertel,376371.0,28.0,24.5,70.0,61.9,36.4,9.1
11300826,Frankfurter Allee Süd,249933.0,8.0,13.8,92.0,50.68,35.88,42.32
11400927,Victoriastadt,119161.0,67.0,0.6,30.0,14.8,13.2,16.2
11400928,Nöldnerplatz,96143.0,65.0,0.0,27.0,17.45,9.45,17.55
11400929,Weitlingkiez,506807.0,36.0,6.93,63.0,40.95,34.02,22.05
11400930,Zachertstraße,216306.0,26.0,38.48,74.0,47.36,8.88,26.64
11400931,Massower Straße,159185.0,40.0,34.2,60.0,54.0,19.8,6.0
11401032,Rosenfelder Ring,175976.0,20.0,24.8,80.0,33.6,8.8,46.4
11401033,Gensinger Straße,220317.0,40.0,0.0,52.0,19.44,11.44,40.56
11401034,Tierpark,91360.0,38.0,5.3,53.0,48.22,33.92,13.78
11401135,Dolgenseestraße,281325.0,10.0,37.8,90.0,67.5,29.7,22.5
11401136,Volkradstraße,322999.0,13.0,24.08,86.0,81.98,55.9,6.02
11401137,Erieseering,188145.0,21.0,18.72,78.0,60.28,40.56,18.72
11501238,Rummelsburg,293154.0,53.0,0.0,43.0,19.34,16.34,26.66
11501339,Karlshorst West,525002.0,47.0,3.6,45.0,41.55,31.95,9.45
11501340,Karlshorst Nord,1270925.0,63.0,6.6,33.0,22.81,12.21,14.19
11501341,Karlshorst Süd,879824.0,72.0,1.25,25.0,7.5,3.25,20.5
12100101,Letteplatz,406546.0,48.0,0.0,52.0,11.4,10.4,41.6
12100102,Hausotterplatz,361788.0,53.0,12.15,45.0,15.4,2.25,30.6
12100103,Breitkopfbecken,332495.0,38.0,13.8,60.0,13.8,0.0,46.2
12100204,Schäfersee,411848.0,57.0,8.74,38.0,10.12,0.38,28.88
12100205,Teichstraße,696198.0,45.0,5.83,53.0,22.67,14.84,32.33
12100206,Humboldtstraße,285839.0,42.0,20.3,58.0,20.88,0.58,37.12
12200307,Reinickes Hof,143975.0,59.0,32.39,41.0,32.39,0.0,8.61
12200308,Mellerbogen,294177.0,62.0,20.14,38.0,22.42,2.28,15.58
12200309,Scharnweberstraße,427870.0,36.0,30.24,63.0,31.5,1.26,31.5
12200310,Klixstraße,286500.0,33.0,0.0,66.0,50.16,50.16,15.84
12200411,Schumacher-Quartier,66740.0,74.0,0.0,26.0,7.54,7.54,18.46
12200412,Waldidyll/Flughafensee,885811.0,80.0,0.0,15.0,8.8,4.8,10.2
12200413,Tegel Süd,423726.0,27.0,0.0,72.0,59.32,58.32,13.68
12200414,TXL,484030.0,70.0,0.0,2.0,28.0,0.0,2.0
12200515,Alt-Tegel,595718.0,80.0,0.85,17.0,2.19,0.34,15.81
12400616,Konradshöhe/Tegelort,1231883.0,97.0,0.0,2.0,0.0,0.0,2.0
12400617,Alt-Heiligensee,1468541.0,94.0,0.85,5.0,0.85,0.0,4.15
12400618,Heiligensee Nord,746428.0,80.0,0.0,7.0,15.64,3.64,3.36
12400619,Heiligensee,1629570.0,93.0,0.0,1.0,6.0,0.0,1.0
12400720,Frohnau West,2052550.0,94.0,2.88,6.0,2.88,0.0,3.12
12400721,Frohnau Ost,1926927.0,88.0,0.0,4.0,8.4,1.4,2.6
12400722,Hermsdorf West,1647671.0,95.0,0.0,4.0,0.84,0.84,3.16
12400723,Hermsdorf Ost/Waldsee,1587415.0,97.0,0.78,2.0,0.96,0.18,1.04
12500824,Ziekowstraße/Freie Scholle,1024115.0,54.0,21.15,45.0,26.55,5.4,18.45
12500825,Borsigwalde,512712.0,70.0,0.0,28.0,11.36,10.36,17.64
12500926,Wittenau Süd,427930.0,60.0,19.5,39.0,20.89,0.39,19.11
12500927,Wittenau Nord,748709.0,62.0,9.0,36.0,14.96,3.96,23.04
12500928,Waidmannslust,829604.0,93.0,2.0,5.0,2.0,0.0,3.0
12500929,Lübars,1033725.0,86.0,1.4,5.0,12.15,1.75,1.85
12500930,Wittenau Mitte,786313.0,61.0,17.94,39.0,19.89,1.95,19.11
12601031,Lübarser Straße,421943.0,92.0,5.92,8.0,7.6,1.68,0.4
12601032,Rollbergesiedlung,264100.0,28.0,0.0,72.0,72.0,72.0,0.0
12601133,Treuenbrietzener Straße,341178.0,4.0,0.0,96.0,96.0,96.0,0.0
12601134,Märkisches Zentrum,498414.0,7.0,8.5,85.0,93.0,76.5,0.0
12601235,Dannenwalder Weg,357487.0,24.0,0.0,76.0,76.0,76.0,0.0
12601236,Schorfheidestraße,444516.0,97.0,0.0,3.0,1.68,1.68,1.32
